ID	Polarity	Text
219	con	हलांकि इसे एक हाथ से इस्तेमाल करना संभव नहीं है , लेकिन सिर्फ 340 ग्राम वज़न होने के कारण इसे आप काफी देर तक एक हाथ में पकड़ सकते है ।  
220	pos	इसका वज़न नए आईपैड की तुलना में लगभग आधा है , और यह अन्य उपलब्ध 7-इंच टेबलेट्स से भी हल्का है ।  
221	pos	असल में यह हमारा टेस्ट किया हुआ अब तक का सबसे हल्का टेबलेट है । 
222	neu	नेक्सस 7 की मोटाई 10.4 एमएम है । जो नए आईपैड से एक मिलीमीटर ज्यादा है ।  
223	neu	इस टेबलेट में नीचे की तरफ माइक्रो यूएसबी पोर्ट और 3.5 एमएम है ।डफ़ोन्स जैक हैं, जबकि ऊपर के हिस्से में पॉवर और वॉल्यूम रॉकर बटन हैं. 
224	pos	इसके प्लास्टिक बटन का रिस्पोंस काफी अच्छा है ।  
225	pos	कुल मिलाकर इसकी बनावट की क्वालिटी बहुत अच्छी है । और हमें इसमें किसी भी तरह की कमी नहीं नज़र आई.
226	neu	नेक्सस 7 में 1280 x 800 पिक्सेल रेजोल्यूशन का 7-इंच बैकलिट आईपीएस डिस्प्ले पैनल है ।  
227	pos	इसके डिस्प्ले में कोरनिंग गोरिला ग्लास प्रोटेक्शन दिया गया है , जिससे यह खरोंच आदि से सुरक्षित है ।  
228	con	यह रेटिना डिस्प्ले जैसा तो नहीं है । लेकिन फिर भी काफी अच्छा 216 पीपीआई का पिक्सेल डेंसिटी देता है ।  
229	neu	इसके डिस्प्ले के सतह पर कोई बटन नहीं है ।  
230	neg	इस टेबलेट में 1.2 मेगापिक्सेल का फ्रंट फेसिंग कैमरा है , लेकिन इसमें कोई रियर कैमरा नहीं है ।
231	pos	आईपीएस पैनल होने की वज़ह से नेक्सस 7 का देखने का एंगल बहुत शानदार है ।  
232	neg	इसमें एक बात जो हमें बिल्कुल पसंद नहीं आई वो ये है । कि इसका डिस्प्ले बहुत ज्यादा रिफ्लेक्टिव है । 
233	neu	नेक्सस 7 टेबलेट में 1.3 गीगाहर्ट्ज़ एनवीडिया टेगरा 3 क्वाड कोर प्रोसेसर है ।  
234	neu	इसमें 1 जीबी रैम है ।  इसमें एंड्रायड 4.1 जेली बीन ऑपरेटिंग सिस्टम है ।  
235	pos	नेक्सस 7 में प्रोजेक्ट बटर फीचर है , जो इस टेबलेट के रिस्पोंस में काफी सुधार करता है ।  
236	pos	जेली बीन ऑपरेटिंग सिस्टम होने के कारण इसके विजेट्स को कस्टमाइज किया जा सकता है । 
237	pos	इसमें एक बहुत उपयोगी फीचर गूगल नाउ है , जो सर्च करने में काफी सहायता पहुंचाता है ।  
238	pos	गूगल नाउ खास आपके लोकेशन के आधार पर चीजों को सर्च कर सकता है , और उनके बारे में आपको पर्याप्त जानकारी उपलब्ध कराता है ।  
239	pos	यह एक काफी अच्छा फीचर है ।  
240	pos	नोटिफिकेशन के मामले में भी इस ओएस में काफी सुधार हुआ है । और अब आपको इसमें ज्यादा जानकारी मिलेगी. 
241	pos	इसमें एक बहुत अच्छा वॉयस कंट्रोल फीचर है , जिसके द्वारा आप गाने सुनने, किसी लोकेशन का मैप पाने, ईमेल भेजने, वेबसाइट आदि पर जाने के लिए आप सिर्फ बोल कर ही इसे आदेश दे सकते हैं.  
242	pos	बेंचमार्क टेस्ट में गूगल नेक्सस 7 काफी अच्छा परफॉर्म करता है ।  
243	con	हलांकि इसका परफॉरमेंस नए आईपैड की तुलना में कम है , लेकिन बाज़ार में उपलब्ध अन्य बहुत से एंड्रायड टेबलेट्स की तुलना में इसका परफॉरमेंस काफी अच्छा रहता है । 
244	con	नेक्सस 7 पर मूवी देखना काफी अच्छा अनुभव रहता है , जब तक कि आपके पीछे कोई लाइट ना जल रही हो क्योंकि इसका स्क्रीन अत्यधिक रिफ्लेक्टिव है ।  
245	neg	कभी-कभी बहुत डार्क सीन में हमें स्क्रीन पर अपनी परछाईं दिखाई देती है ।  
246	pos	नेक्सस 7 टेबलेट में दिया गया टेगरा 3 क्वाड कोर प्रोसेसर इसका बेहतरीन मल्टीटास्किंग सुनिश्चित कर देता है ।  
247	neu	हमें इस पर 10 एप्स खोलने, बैकग्राउंड में डाउनलोड करने, यूट्यूब चलाने के बाद भी इस डिवाइस के परफॉरमेंस में किसी तरह का धीमापन नज़र नहीं आया. 
248	pos	एनवीडिया टेगरा 3 प्रोसेसर इस टेबलेट के बेहतरीन ग्राफ़िक्स परफॉरमेंस को भी सुनिश्चित करता है ।  
249	pos	नेक्सस 7 पर डेड ट्रिगर और एंग्री बर्ड्स स्पेस आदि गेम्स बहुत अच्छी तरह से चलते हैं और इन्हें चलाना काफी मज़ेदार है । 
250	neg	सामान्य वॉल्यूम पर नेक्सस 7 की आवाज़ अच्छी है , लेकिन अधिक वॉल्यूम पर इसकी आवाज़ फटने लगती है ।  
251	pos	नेक्सस 7 में 4325 एमएएच की बैटरी है , जो लगातार इस्तेमाल में 7-8 घंटे तक आराम से चल जाती है ।  
252	pos	यह एक काफी अच्छा बैटरी परफॉरमेंस है ।  
253	neu	हमने महसूस किया कि यह डिवाइस गेम चलाते समय या एचडी मूवी देखते समय हल्का सा गर्म हो जाता है । 
254	pos	अगर आपको टेबलेट पर एंड्रायड का बेहतरीन अनुभव चाहिए, तो आपको गूगल नेक्सस 7 अवश्य खरीदना चाहिए. 
255	pos	इसका जेली बीन ऑपरेटिंग सिस्टम एंड्रायड का बढ़िया अनुभव देता है । और टेगरा 3 क्वाड कोर प्रोसेसर इस टेबलेट को काफी सक्षम और तेज़ बनाता है ।  
256	con	इसके आईपीएस डिस्प्ले में देखने का एंगल बहुत अच्छा है , लेकिन इसमें कमी यह है । कि यह पैनल काफी रिफ्लेक्टिव है ।  
257	pos	हमारे द्वारा टेस्ट किये गए 7-इंच के टेबलेट्स में से यह एक बेहतरीन टेबलेट है ।  
258	pos	कुल मिलाकर नेक्सस 7 कम कीमत में उपलब्ध एक बहुत अच्छा परफॉरमेंस देने वाला टेबलेट है , जिसे खरीदने का निर्णय लेते समय आपको अवश्य ध्यान में रखना चाहिए.
259	pos	इस समय 3,999 रु के ख़ास ऑफर पर डिजिफलीप प्रो ET701, प्रदर्शन और विशेषताओं के हिसाब से इस मूल्य वर्ग में पैसा वसूल टेबलेट है । |
260	pos	ET701 डिस्प्ले के मामले में सबसे ज्यादा अंक बटोरता है । | 
261	neu	यह टेबलेट 7-इंच के IPS डिस्प्ले और 1024 x 600 पिक्सल रेसोलुशन के साथ आता है । | 
262	pos	इसका डिस्प्ले काफी प्रभावशाली है । और अच्छे दृश्य कोण प्रस्तुत करता है । | 
263	pos	इस मूल्य वर्ग में रंगों और शब्दों कि बनावट, समान मूल्य वर्ग के प्रतिद्वंदी टेबलेट्स से काफी अच्छी है । |
264	pos	निम्न मूल्य वर्ग के टेबलेट्स और स्मार्ट फ़ोन अक्सर सस्ते प्लास्टिक और एक समान डिजाईन में आते हैं, वहीँ डिजिफलीप प्रो ET701 इन दोनों खामियों को दूर करने में कामयाब है । | 
265	pos	9.1 mm का ET701 काफ़ी पतला है । और बढ़िया प्लास्टिक और स्क्रैच प्रूफ पिछला हिस्सा होने कि वजह से अच्छी पकड़ देता है । | 
266	pos	टेबलेट के चारों तरफ एक बढ़िया क्रोम पट्टी लगी है । जो इसके डिजाईन को और बेजोड़ बनती है । |
267	pos	इस 7 इंच के ET701 टेबलेट का प्रदर्शन इसकी एक और बढ़िया खूबी है । | 
268	neu	यह टेबलेट 1.2 GHz इन्टेल एटम Z2520 चिप के साथ आता है । | 
269	neu	यह चिप दोहरे कोर CPU के साथ 1.2 GHz स्पीड और 1 GB RAM के साथ आती है । | 
270	pos	यह इसे वेब ब्राउज़िंग, वीडियोज देखने, गेम्स इत्यादि जैसे बहुकार्यां को एक बढ़िया अनुभव बनाती है । | 
271	pos	इसका लम्बा इस्तेमाल उपकरण को गर्म नहीं होने देता जो ज्यादा देर के लिए ब्राउज़िंग और गेम्स के इस्तेमाल को एक आराम दायक अनुभव बनाता है । | 
272	!!!	यदपि गेम्स के लिए बहुत ज्यादा इस्तेमाल इसकी बैटरी को अन्य एंड्राइड उपकरणों की तरह ही प्रभावित करेगा | 
273	con	ET701 में 3G के लिए सिम स्लॉट नहीं है । पर टेबलेट में डोंगल द्वारा 3G का इस्तेमाल आप कहीं भी कर सकते है । | 
274	neu	8GB की आंतरिक स्टोरेज के साथ उपभोक्ता इनबिल्ट माइक्रो SD कार्ड दवारा मेमोरी का विस्तार कर सकते है । |
275	pos	अगर आप 7-इंच एंड्राइड टेबलेट ज्यादा कीमत दिए बिना ढूढ़ रहें है । तो ET701 एक अति संतुलित उपकरण है । | 
276	pos	यह अच्छा प्रदर्शन, सुगठित डिजाईन, एक बढ़िया IPS स्क्रीन और मेमोरी विस्तार पेश करता है । | 
277	pos	इतनी कम कीमत पर बहुत कम टेबलेट इन खूबियों के साथ मिल पाएंगे | #6
278	pos	डिजिफलीप प्रो टेबलेट्स डिजाईन और प्रदर्शन का अनूठा मेल हैं |   
279	pos	इस टेबलेट के तीनों वैरिएंट लोगों की ज़रूरतों को ध्यान में रख कर बनाये गए हैं | 
280	pos	इसका अच्छा प्रदर्शन और उचित मूल्य इसे इसके प्रतिद्वंदियो के मुकाबले में एक आसान विकल्प बनाता है । |  
281	pos	डिजिफलीप प्रो टेबलेट् अपने वर्ग में सर्वोत्तम है । | 
282	pos	8.9 इंच का यह टेबलेट एक खुबसूरत और टिकाऊ हार्डवेयर के साथ मात्र 14,999 रु के बजट मूल्य पर उपलब्द है । | 
283	pos	जबकि इस वर्ग का हर अन्य टेबलेट प्लास्टिक बॉडी के साथ आता है , वहीँ डिजिफलीप प्रो (Digiflip Pro) XT 911 एक उच्च कोटि का विकल्प देता है । | 
284	pos	इस टेबलेट में मेटल और ग्लास का प्रयोग न केवल इसे टिकाऊ बल्कि खुबसूरत भी बनाता है । |
285	pos	शब्दों की स्पष्टता बहुत अच्छी है । जो इ-बुक्स पढ़ने के लिए इसे बढ़िया विकल्प बनाती है । | 
286	pos	टेबलेट के दोनों तरफ लगे स्पीकर इसे एक मज़ेदार उपकरण बनाते है । | 
287	pos	इस टेबलेट के उम्दा डिजाईन की वजह से इसे एक या दोनों हाथों से आसानी से पकड़ा जा सकता है । | 
288	pos	सूर्य कि रौशनी में इसका आसानी से इस्तेमाल और एंगल्स सराहनीय हैं और प्रतिद्वंदियो के मुकाबले बेहतर हैं |
289	pos	इसके पिछली तरफ 6500 mAh की विशालकाय बैटरी है । जिसे पुरे दिन आसानी से इस्तेमाल किया जा सकता है । | 
290	pos	इसके पिछली तरफ ही 5 मेगा पीक्सेल का कैमरा भी है । जो इस टेबलेट के मूल्य के हिसाब से बढ़िया तस्वीरें लेता है । | 
291	con	ये शायद आपके कैमरे की जगह न ले पाए पर इसे कभी कभार इस्तेमाल किया जा सकता है । | 
292	neu	इसका दो मेगा पिक्स़ल फ्रंट कैमरा विडियो चैट और स्काइप कालिंग के लिए काफी है । |
293	pos	ये खुबसूरत टेबलेट  2GHz वाले इंटेल एटम 2580 प्रोसेसर दवारा संचालित है ।  इसका प्रदर्शन बहुत उम्दा है । | 
294	pos	इसमे गेम्स, वेब ब्राउज़िंग और विभिन्न एप्स आसानी से  इस्तेमाल किये जा सकते हैं | 
295	pos	ये प्रोसेसर ज्यादा उर्जा भी इस्तेमाल नहीं करता है । जो इसे गुणवत्ता और मनोरंजन के लिए उपयुक्त बनाता है । | 
296	neu	1024 x 760 पिक्सेल रेजोल्यूशन का 8-इंच आईपीएस एलसीडी डिस्प्ले
297	neu	16 जीबी स्टोरेज जिसे माइक्रो एसडी कार्ड से 32 जीबी तक बढ़ाया जा सकता है ।
298	neu	3 मेगापिक्सेल रियर कैमरा और 0.3 मेगापिक्सेल फ्रंट फेसिंग कैमरा
299	pos	अगर आप 10,000-15,000 रूपये कीमत के रेंज में टेबलेट खरीदना चाहते हैं तो आप जिंक क्वाड 8 पर विचार कर सकते है ।  
300	pos	इस टेबलेट में अच्छा डिस्प्ले है । और इसकी बनावट शानदार है ।  
301	pos	जिंक क्वाड 8 पर मल्टीमीडिया और एप्स बहुत अच्छी तरह से चलते हैं और इसके अन्दर अच्छी मल्टीटास्किंग क्षमता है ।  
302	pos	इस टेबलेट की बैटरी लाइफ भी काफी अच्छी है ।  
303	neg	इस टेबलेट में कमी यह है । कि इसकी आवाज़ तेज़ नहीं है । और यह कभी-कभी क्रैश हो जाता है , जैसा कि बजट टेबलेट्स में अक्सर देखने को मिलता है । 
304	neu	यह टेबलेट हाथ में लेने पर भारी महसूस होता है । जबकि यह सिर्फ 471 ग्राम का है ।  
305	pos	दूसरी बात यह कि इसकी बनावट बेहद शानदार है । 
306	neu	जिंक क्वाड 8 में सामने की तरफ फ्रंट फेसिंग कैमरा है । और इस पर कोई फिजिकल बटन नहीं है ।  
307	neu	इसका सामने का हिस्सा सामान्य काले रंग में है ।  
308	neg	इस टेबलेट के डिस्प्ले पर उंगलियों के निशान बहुत आसानी से पड़ जाते हैं. 
309	pos	इस टेबलेट के पीछे का हिस्सा मेटल का बना हुआ है । और इस टेबलेट की बनावट काफी अच्छी है ।  
310	pos	पीछे का हिस्सा मेटल का होने के कारण यह टेबलेट बहुत अच्छा फील देता है ।  
311	neu	जिंक क्वाड 8 के पीछे के हिस्से में ही बिना फ़्लैश का रियर कैमरा भी है । 
312	neu	कनेक्टिविटी के मामले में इस टेबलेट के नीचे के हिस्से में माइक्रो यूएसबी पोर्ट, एचडीएमआई आउट और मेमोरी कार्ड स्लॉट हैं. 
313	neu	इस टेबलेट के उपरी हिस्से में पॉवर बटन और है ।डफ़ोन्स जैक हैं, जबकि दाहिनी तरफ वॉल्यूम रॉकर है ।  
314	pos	कुल मिलाकर इस टेबलेट की डिज़ाइन काफी अच्छी है । और इसकी बनावट प्रीमियम क्वालिटी की है ।  
315	pos	इस डिवाइस को हाथ में लेने पर आप यह बिल्कुल महसूस नहीं करेंगे कि यह एक बजट टेबलेट है । 
316	pos	वास्तविक इस्तेमाल में जिंक क्वाड 8 का टचस्क्रीन बहुत अच्छा रिस्पोंस देता है ।  
317	pos	इसमें कभी-कभी थोड़ी रुकावट आती है , लेकिन इसके अलावा इसका परफॉरमेंस काफी स्मूद है ।  
318	pos	इस टेबलेट का कीबोर्ड टाइप करने के लिए काफी अच्छा और आरामदेह है । 
319	pos	जिंक क्वाड 8 पर सभी वीडियो चाहे वो एसडी हो या एचडी, सब बहुत आसानी से चलते हैं. 
320	con	इसके डिस्प्ले में रंग काफी क्रिस्प आते है , लेकिन यह थोड़ा कम ब्राइट है ।  
321	neg	हमें इससे बेहतर ब्राइटनेस वाले टेबलेट देखने को मिले हैं. 
322	pos	इसके डिस्प्ले पर देखने का एंगल काफी अच्छा है । और इस पर मूवी आदि देखने का अनुभव काफी अच्छा रहता है ।  
323	neg	लेकिन बाहर धूप में इस पर उतना बेहतर नहीं दिखाई देता. 
324	neg	इसके स्पीकर्स की आवाज़ पर्याप्त तेज़ नहीं है । जितना कि इसे होना चाहिए.
325	pos	हमारे लगातार वीडियो प्लेबैक टेस्ट में जिंक क्वाड 8 बहुत आसानी से 8 घंटे तक चल जाता है , जो कि काफी अच्छा है ।  
326	pos	इस पर मल्टीमीडिया और एप्स बहुत अच्छी तरह चलते हैं और इसके अन्दर अच्छी मल्टीटास्किंग की क्षमता मौजूद है ।  
327	pos	इसका बैटरी परफॉरमेंस भी काफी अच्छा है ।  
328	neg	इसमें कमी यह है । कि इसकी आवाज़ बहुत बेहतर नहीं है । और यह कभी-कभी क्रैश कर जाता है ।
329	pos	इसकी सबसे खास बात आईपैड मिनी की अविश्वशनीय और बेहतरीन बनावट और साथ ही अत्यधिक मात्रा में एप्स की उपलब्धता है ।  
330	pos	एपल आईपैड मिनी मेरा देखा हुआ अब तक का सबसे खूबसूरत डिवाइस हो सकता है ।  
331	pos	यह 0.28 इंच मोटाई के साथ आश्चर्जनक रूप से पतला है । और 10.9 औंस वज़न के साथ अत्यधिक हल्का है ।  
332	neu	आईफ़ोन 5 की तरह ही इसमें एल्यूमीनियम बॉडी में इसका चमकदार डिस्प्ले है ।  
333	pos	आईपैड मिनी, लेटेस्ट आईपैड और अन्य सभी हाई एंड टेबलेट्स से भी सालों आगे नज़र आता है ।  
334	pos	बाकी सारे टेबलेट्स अब इसके आगे बिल्कुल फीके नज़र आते हैं.
335	neu	यह डिवाइस आईपैड 2 के छोटे स्वरूप जैसा लगता है ।  
336	neu	वही एप्स, वही स्क्रीन रेजोल्यूशन, वही परफॉरमेंस. 
337	con	इसमें आईपैड 2 की तुलना में हर चीज थोड़ी छोटी और थोड़ी शार्प है , लेकिन यह रेटिना डिस्प्ले नहीं है ।  
338	pos	जैसा कि एपल ने बार-बार स्टेज पर बताया कि इसके पास आईपैड के लिए खास तौर पर डिज़ाइन किये गए 275,000 एप्स हैं, जो एंड्रायड टेबलेट एप्स को बहुत पीछे छोड़ छोड़ देते हैं. 
339	pos	टेबलेट्स के लिए बने एप्स ही इस पर अच्छे लगते हैं, और यह एपल के पास काफी बड़ी मात्रा में है । 
340	neg	आईपैड मिनी में दो कमियाँ नज़र आती हैं. 
341	!!!	जब डेवलपर आईपैड के लिए एप्स बनाते हैं, तो वे हर इंच में कुछ निश्चित पिक्सेल का ध्यान रखते हैं. 
342	neg	आईपैड मिनी में छोटे आकार के कारण टच बटन के लिए कम जगह उपलब्ध है ।  
343	neg	बड़े आईपैड में आप अपनी उंगलियों को बहुत आसानी से घुमा सकते हैं, लेकिन छोटे आईपैड में इसके लिए आपको थोड़ा सावधान रहना पड़ता है ।  
344	neu	हलांकि यह निर्धारित करने में थोड़ा वक्त लगेगा की क्या यह बात इसकी उपयोगिता में कोई खास अंतर पैदा करता है । या नहीं.
345	neg	आईपैड मिनी एक हाथ से इस्तेमाल किया जा सकने वाला टेबलेट भी नहीं है ।  
346	neu	यह 5.3 इंच चौड़ा है , जो कि काफी ज्यादा है ।  
347	neg	लेकिन इससे इनकार नहीं किया जा सकता कि अतिरिक्त मोटाई इसके स्वरूप में काफी अंतर पैदा कर देती है , जो आईपैड मिनी के पक्ष में नहीं है ।  
348	neg	आईपैड मिनी के बहुत पतले किनारे काफी मुश्किल पैदा कर देते हैं, क्योंकि इस टेबलेट को बिना टचस्क्रीन एक्टिवेट किये पकड़ने के लिए बहुत कम जगह मिलता है । 
349	pos	आईपैड मिनी शिक्षा के मामले में बच्चों के लिए काफी अच्छा टेबलेट है ।  
350	pos	बहुत सारे शैक्षिक किताबें, एप्स और सामग्री के साथ एपल स्कूलों तक अपनी पहुंच बना रहा है , और बहुत सारे टेबलेट्स एक साथ लेने के कारण उन्हें इसकी कीमत भी कम चुकानी पड़ती है ।  
351	neg	एपल आईपैड की कीमत $329 है , जो कि अमेज़न और गूगल के किंडल फायर एचडी और नेक्सस 7 टेबलेट के $199 कीमत से काफी ज्यादा है ।  
352	neu	1024 x 600 पिक्सेल रेजोल्यूशन का 7-इंच पीएलएस एलसीडी डिस्प्ले
353	neu	एंड्रायड 3.2 ऑपरेटिंग सिस्टम
354	neu	16 जीबी स्टोरेज जिसे माइक्रो एसडी कार्ड से 32 जीबी तक बढ़ाया जा सकता है ।
355	con	अच्छे परफॉरमेंस के बावजूद गैलेक्सी टैब 7 प्लस की कीमत इसे पीछे कर देती है ।  
356	con	हलांकि टैब 7 में 3जी भी है , लेकिन इस हिसाब से थोड़ी सी और कीमत में गैलेक्सी टैब 730 ज्यादा बेहतर समझ में आता है ।  
357	pos	लेकिन परफॉरमेंस के लिहाज से गैलेक्सी टैब 7 प्लस एक अच्छा पैकेज है । 
358	pos	इसमें अच्छा परफॉरमेंस और क्षमता होने के साथ इसकी बैटरी लाइफ अन्य टेबलेट्स की तुलना में बहुत अच्छी है ।  
359	neu	इसकी बनावट और डिज़ाइन भी संतोषजनक है ।  
360	neg	इसमें कमी यह कि इस टेबलेट में पूरी तरह प्लास्टिक का इस्तेमाल हुआ है ।  
361	neg	इसके डिस्प्ले का रेजोल्यूशन कम है । और यह थोड़ा रिफ्लेक्टिव भी है ।  
362	neu	हमारी सलाह यह है । कि इसे खरीदने का निर्णय करते समय आप इससे थोड़े से महंगे गैलेक्सी टैब 730 को भी अवश्य ध्यान में रखें.
363	neu	यह विंडोज 10 में अपग्रेड हो सकता है ।  इस टेबलेट में 7-इंच की एचडी IPS डिस्प्ले है , इसके साथ ही यह क्वाड-कोर इंटेल एटम प्रोसेसर पर काम करता है ।  
364	neu	इसके साथ ही इस टेबलेट में आपको 2 मेगापिक्सेल का रियर और VGA फ्रंट फेसिंग कैमरा मिल रहा है ।  
365	neu	इसके अलावा यह 16GB इंटरनल स्टोरेज के साथ उपलब्ध होगा, और इसे आप 32GB तक एक्सपैंड भी कर सकते हैं. 
366	neu	इसके कनेक्टिविटी ऑप्शन्स में 3G (डोंगल के द्वारा), वाई-फाई 802.11b/g/n, ब्लूटूथ 4.0, माइक्रो एचडीएमआई और माइक्रोयूएसबी है ।  
367	neu	इसके साथ ही आपको इसमें एक 3200mAh क्षमता की बैटरी भी मिल रही है । 
368	pos	अपनी कीमत की वजह से यह टेबलेट बड़ी उंचाइयां छूने वाला है । और कुछ नया तो जरुर करने वाला है ।  
369	pos	इस साल आईबॉल को भारत का सबसे बढ़िया टेबलेट ब्रांड चुना गया था. 
370	neu	आईबॉल ने अपने कम कीमत के विंडोज 8.1 स्लाइड i701 से पहले भी एक विंडोज टेबलेट लॉन्च किया था, WQ149 जिसकी कीमत Rs. 24,999 थी.
371	neu	यह 2-in-1 हाइब्रिड टेबलेट मैग्नेटिक पोगो पिन कीबोर्ड के साथ आया था, जिसमें एक समेकित टचपैड भी था. 
372	neu	डिजिफलीप प्रो टैबलेट्स एंड्रॉयड की गुणवता और इन्टेल प्रोसेसर का प्रदर्शन, तीन स्क्रीन आकारों और उचित मूल्यों पर लाये हैं |
373	pos	प्रवेश स्तर का ये 7 इंच का मॉडल, 1024 x 600 पिक्सेल आईपीएस डिस्प्ले और अच्छे दृश्य कोणों के साथ उचित कीमत पर उपलब्ध है । 
374	neu	यह टैबलेट एंड्रॉयड 4.4 KitKat के साथ आता है । |
375	neu	इस टेबलेट में कोई सिमकार्ड स्लॉट नहीं है । पर यह 3G कनेक्टिविटी dongle के दवारा दे सकता है । |
376	pos	डिजिफलीप प्रो XT701 का डिजाइन उच्च कोटि का है ।  
377	neu	यहाँ आप टेबलेट का दाँया किनारा देख सकते हैं जिसपे पॉवर और वॉल्यूम कंट्रोल है । 
378	neu	डिजिफलीप प्रो XT811, 1200 x 800 P और 8 इंच डिस्प्ले के साथ आता है ।  
379	pos	इसकी स्क्रीन अभूतपूर्व रंग और अच्छे दृश्य कोण देती है । 
380	pos	डिजिफलीप प्रो XT811 का धातु फ्रेम इसे मजबूती देता है ।| 
381	neu	यहाँ आप टेबलेट के दायीं तरफ़ पॉवर और वॉल्यूम के बटन देख सकते हैं | 
382	pos	इसके तिरछे किनारे न केवल देखने में अच्छे लगते हैं बल्कि लम्बे इस्तेमाल के दौरान आपकी उंगलियों में धसेंगे भी नहीं|
383	pos	इसके पिछली तरफ टेबलेट का 5MP रियर कैमरा  है । जो जरूरत पड़ने पर आपके स्मार्टफोन कैमरा का अच्छा विकल्प है । 
384	neu	पॉवर और वॉल्यूम बटन के नीचे, इस टेबलेट का माइक्रो SD और माइक्रो सिमकार्ड स्लॉट है ।  
385	neu	यह टेबलेट 3G कनेक्टिविटी देता हैं और इससे वौइस् कालिंग भी कर सकते हैं।
386	neu	डिजिफलीप प्रो XT911 FHD रेसोलुशन और एक बड़े 8.9 इंच आईपीएस डिस्प्ले के साथ आता है ।  
387	neu	इसके आगे की तरफ, वीडियो चैटिंग इत्यादि के लिए,  2MP फ्रंट कैमरा है । 
388	pos	यह टेबलेट ग्लास और धातु डिजाईन के साथ आता है , जोकि इसे मजबूती और आकर्षक बनाते हैं।
389	pos	अगर आप यू-ट्यूब पर कोई वीडियो देख रहे है । या कोई गेम खेल रहे है । तो इसके किनारों पर लगे स्पीकर बेहतर साउंड क्वालिटी देते है ।  
390	pos	टैबलेट पर लगी स्पीकर ग्रिल इसकी खूबसूरती में और इजाफा करती है । 
391	neu	यह टैबलेट 6500mAh बैटरी के साथ आता है , जो आसानी से और सामान्य प्रयोग पर आधे से एक दिन तक चल सकता है ।  
392	neu	डिजिफलीप प्रो XT811 की तरह, डिजिफलीप प्रो XT911 के दाए किनारे पर, वॉल्यूम और पॉवर बटन के नीचे, एक माइक्रो SD कार्ड स्लॉट और एक माइक्रो-सिम कार्ड स्लॉट की सुविधा है । 
393	neu	एचपी स्लेटबुक एक्स2 की कीमत 39,990 रूपये है , और इस कीमत पर बाज़ार में आपको बहुत से हाई एंड टेबलेट्स मिल जायेंगे. 
394	pos	निश्चित रूप से एचपी स्लेटबुक एक्स2 की खास बात इसमें लगा अत्यधिक शक्तिशाली टेगरा 4 चिपसेट है , खासकर अगर आप टेबलेट पर गेम खेलने वालों में से हैं. 
395	neg	हम आपको सलाह देंगे कि अगर आपको हर मामले में बेहतर परफॉरमेंस देने वाला टेबलेट चाहिए, तो आपको ज्यादा परखे हुए आईपैड 4 या सैमसंग गैलेक्सी नोट 800 पर ध्यान देना चाहिए.
396	neu	एचपी स्लेटबुक एक्स2 में 10.1-इंच का डिस्प्ले है । और इसमें सामने कोई फिजिकल बटन नहीं है ।  
397	neu	इस टेबलेट में नीचे की तरफ ज़रूरी पोर्ट और कनेक्टर हैं. 
398	neu	दाहिनी तरफ है ।डफ़ोन्स जैक और बायीं तरफ माइक्रो एसडी कार्ड स्लॉट है । 
399	neu	इस टेबलेट में सामने की तरफ नीचे दो स्पीकर्स हैं. 
400	neu	इस टेबलेट के पीछे का हिस्सा एचपी लोगो के साथ सफ़ेद फिनिश में है ।  
401	neg	इसके पीछे के हिस्से में स्क्रैच आसानी से लग सकते हैं. 
402	neu	इस टेबलेट में पीछे बिना फ़्लैश के कैमरे के साथ पॉवर बटन और वॉल्यूम रॉकर हैं. 
403	pos	ये बटन इसके पिछले हिस्से में बहुत अच्छी तरह से लगे हुए है ।  
404	con	कुल मिलाकर एचपी स्लेटबुक एक्स2 की बनावट काफी अच्छी है , लेकिन यह अन्य टेबलेट्स की तुलना में भारी है । 
405	pos	हमने एचपी स्लेटबुक एक्स2 में टेगरा 4 चिपसेट होने के कारण बहुत अच्छे परफॉरमेंस की उम्मीद की थी, और हमें ख़ुशी है । कि यह हमारी उम्मीदों पर बिल्कुल खरा साबित हुआ. 
406	pos	यह टेबलेट बेंचमार्क स्कोर के मामले में अब तक का सबसे तेज़ डिवाइस साबित हुआ. 
407	neu	जबकि हमने इसके मुकाबले में 2.2 गीगाहर्ट्ज़ क्वालकॉम स्नैपड्रैगन 800 क्वाड कोर प्रोसेसर वाले सोनी एक्सपीरिया जेड अल्ट्रा को रखा था.
408	pos	इस टेबलेट के टचस्क्रीन का रिस्पोंस बहुत स्मूद और अच्छा है ।  
409	pos	इसका ऑन-स्क्रीन कीबोर्ड टाइप करने में काफी आरामदेह है ।  
410	neu	इसके 10.1-इंच डिस्प्ले का रेजोल्यूशन 1920 x 1200 पिक्सेल है , जो इसे 224 पीपीआई का पिक्सेल डेंसिटी देता है ।  
411	neg	लेकिन इसमें कमी यह हैं कि इसका डिस्प्ले ज्यादा ब्राइट नहीं है ।  
