ID	Polarity	Text	
176	pos	अगर आपके अंदर कला को लेकर थोड़ी बहुत भी दिलचस्पी है तो यह जगह आपके लिए उपयुक्त है। 	category=
177	pos	यहां हर साल फरवरी महीने में काला घोड़ा एसोशियसन की तरफ से काला घोड़ा आर्ट फेस्टीवल का आयोजन किया जाता है जो काफी रोचक होता है।	category=
178	pos	कोलाबा कॉजवे-मुंबई पहुंचकर आपने खरीदारी का मन बनाया है तो कोलाबा कॉजवे आपके लिए सही जगह है। 	category=
179	pos	यह जगह स्ट्रीट शॉपिंग के लिए पूरे मुंबई में प्रसिद्ध है। 	category=
180	pos	मुंबई के चोर बाजार के नाम से चर्चित कोलाबा कॉजवे में आपको फैशन के साजो समान, कपड़े और सजावट के हर समान सही दाम पर उपलब्ध हो जाएंगे।	category=
181	neu	महालक्ष्मी धोबी घाट-मुंबई की एक ऐसी जगह जहां पिछले कई सालों से बड़े ही पारंपरिक तरीके से हजारों लोगों के कपड़े धोए जाते हैं। 	category=
182	pos	खुले आसमान में धोबीघाट पर लोगों को कपड़े थोते देखना हमेशा ही एक अविस्मरणीय झलक रहा है। 	category=
183	neu	महालक्ष्मी धोबी घाट मुंबई शहर के बीचोंबीच स्थित है। 	category=
184	neu	इस धोबीघाट में काम करने वाले लोग आसपास की कॉलोनियों में रहते हैं और तड़के सुबह चार बजे से ही अपने काम में लग जाते हैं।	category=
185	pos	डब्बावाला- सालों से मुंबई के कार्यालयों में लंचबॉक्स की सेवा देते मशहूर डब्बावाला 'सप्लाई चैन मैनेजमेंट' का एक बेहतरीन नमूना है। 	category=
186	neu	ये ऐसे लोगों का समूह है जो मुंबई शहर में काम कर रहे सरकारी और गैर-सरकारी कर्मचारियों को दोपहर का खाना कार्यस्थल पर पहुंचाने का काम करता है। 	category=
187	neu	इस काम में हजारों लोग लगे हुए है जो रोजाना करीब 2 लाख लोगों को लंचबॉक्स की सेवा प्रदान करता है। 	category=
188	neu	यह अनूठा कॉंसेप्ट ब्रिटिश काल से ही चला आ रहा है, जहां पहले ब्रिटिश शासकों को यह सेवा दी जाती थी। 	category=
189	neu	अगर आपको इन डब्बेवालों का हुजूम देखना है तो आप दक्षिण मुंबई के चर्चगेट जा सकते हैं।     	category=
190	pos	हिमालय की गोद में बसा दुनिया का खूबसूरत देश नेपाल सदियों से सैलानियों का ध्यान अपनी ओर खींचता रहा है। 	category=
191	neu	दक्षिण एशिया का एकमात्र देश है जो ब्रिटिश उपनिवेशवाद से बचा रहा। 	category=
192	neu	विदेशी मुद्रा और आमदनी का सबसे बड़ा जरिया यहां का पर्यटन विभाग है। 	category=
193	pos	हर साला लाखों की संख्या में पर्यटक इस खूबसूरत देश को देखने के लिए आते हैं। 	category=
194	pos	वैसे तो नेपाल में देखने के लिए बहुत कुछ है लेकिन आज हम काठमांडू के बारे में बात करेंगे।	category=
195	pos	खूबसूरती और भव्यता के लिए प्रसिद्ध प्राचीन मंदिरों का शहर काठमांडू कला और संस्कृति का केंद्र है। 	category=
196	neu	हिमालय की पहाड़ियों से घिरा हुआ काठमांडू नगर यूनेस्को की विश्व धरोहरों में शामिल है। 	category=
197	pos	यह नगर अपनी संस्कृति और परंपराओं के अतिरिक्त विशिष्ट शैली में बनेघर के लिए भी विश्व विख्यात है। 	category=
198	pos	यहां के मंदिरों की विश्व में अपनी अलग ही पहचान है जिसे देखने के लिए दुनियाभर के सैलानी यहां पहुंचते हैं। 	category=
199	neu	पशुपतिनाथ मंदिर उनमें से एक है। 	category=
200	pos	काठमांडू के पूर्वी हिस्से में बागमती नदी के तट पर स्थित यह मंदिर हिन्दू धर्म के आठ सबसे पवित्र स्थलों में से एक माना जाता है। 	category=
201	pos	यह नेपाल में यह भगवान शिव का सबसे पवित्र और बड़ा मंदिर है।	category=
202	pos	पशुपतिनाथ मंदिर दुनियाभर के हिन्दूतीर्थ यात्रियों के अलावा गैर हिन्दू पर्यटकों के लिए आकर्षण का केंद्र भी रहा है। 	category=
203	pos	सावन के महीने में यहां श्राद्धालुओं की भीड़ देखते ही बनती है। 	category=
204	pos	हिन्दूतीर्थ यात्रियों के लिए इस मंदिर का ठीक उतना ही महत्व है जितना भारत में केदारनाथ मंदिर। 	category=
205	neu	अगर इस मंदिर की संरचना के बारे में बात की जाए तो इसे एक मीटर ऊंचे चबूतरे पर स्थापित किया गया है। 	category=
206	neu	चौकोर आकार के बनी इस मंदिर की चार दरवाजे हैं। 	category=
207	neu	दक्षिणी द्वार पर तांबे की परत पर स्वर्ण जल चढ़ाया हुआ है। 	category=
208	neu	बाकी तीन पर चांदी की परत है। 	category=
209	neu	ऐसी मान्यता है कि मुख्य मंदिर में महिष रूपधारी भगवान शिव का शिरोभाग है, जिसका पिछला हिस्सा केदारनाथ में है। 	category=
210	pos	जिस नगर में यह मंदिर है उसके चारों ओर पर्वत मालाएं हैं, जिनकी खूबसूरती देखते ही बनती है। 	category=
211	pos	समुद्रतल से 1300 मीटर की ऊंचाई पर स्थित काठमांडू शहर में मंदिरों के अलावा देखने के लिए और भी बहुत कुछ है।	category=
212	pos	तिब्बती बौद्ध धर्म के सबसे पवित्र स्थलों में से एक यह स्तूप नेपाल का सबसे विशाल स्तूप है। 	category=
213	pos	यहां से सम्पूर्ण काठमांडू का विहंगम दृश्य देखा जा सकता है।	category=
214	pos	थामेल एवं पूर्व रॉयल पैलेस के समीप यह सुंदर और ऐतिहासिक गार्डन 'गार्डन ऑफ सिक्स सीजन' के नाम से प्रसिद्ध है जिसे 1920 में स्थापित किया गया है। 	category=
215	pos	इस गार्डन की खास बात यह है कि इसे एडवर्डियन स्टाइल में डिजाइन किया है।	category=
216	neu	दशकों तक राजशाही की आन बान और शान का प्रतीक रहेनेपाल के नारायणहिती महल को 2009 में संग्रहालय घोषित किया गया। 	category=
217	pos	काठमांडू का यह खूबसूरत महल नेपाल राजाओं का निवास स्थान रहा है।	category=
218	pos	यह काठमांडू की सबसे महत्वपूर्ण सड़क है जहां सैलानियों की भींड़ आज भी उमड़ती है। 	category=
219	neu	इसके अलावा काठमांडू में स्वयंभू, नासल चौक, थेमल चौक पर्यटन के मुख्य आकर्षण हैं।     	category=
220	pos	सिन्धु घाटी की सभ्यता, स्वतंत्रता सेनानियों और तराशे गए हिरों के लिए प्रसिद्ध गुजरात भारत के पश्चिम भाग का एक महत्वपूर्ण प्रदेश है। 	category=
221	neu	उद्योग के लिए विख्यात गुजरात राज्य ने पिछले कुछ वर्षो से खुद को पर्यटन स्थल के रूप में भी स्थापित किया है। 	category=
222	pos	वास्तव में अगर देखें तो गुजरात में कुछ ऐसे अद्भुत पर्यटक स्थल है जो अपने खूबसूरत आकर्षण के लिए जानी जाती है। 	category=
223	pos	मंदिरों और वन्यजीव के अलावा इस प्रदेश में वास्तुकला की एक अनुपम कृति भी महसूस की जा सकती है।	category=
224	pos	ग्रेट रण ऑफ कच्छ: अगर आप गुजरात आएं और आपने ग्रेट रण ऑफ कच्छ नहीं देखा तो समझों की कुछ नहीं देखा। 	category=
225	neu	कच्छ को सफेद रेगिस्तान का नाम दिया गया है। 	category=
226	pos	लगभग 16 वर्ग किलोमीटर में फैला यह क्षेत्र अपने नमक उत्पादन के लिए प्रसिद्ध है। 	category=
227	pos	अगर आप मानसून के समय कच्छ की ओर रुख करते हैं तो आपको और ज्यादा मजा आएगा।	category=
228	pos	द्वारका: हिंदुओं के चार धामों और सप्त पुरियों में से एक गुजरात की द्वारिकापुरी मोक्ष तीर्थ के रूप में जानी जाती है। 	category=
229	neu	पूर्णावतार श्रीकृष्ण के आदेश पर विश्वकर्मा ने इस नगरी का निर्माण किया था जिसके बाद भगवान श्रीकृष्ण ने मथुरा से सब यादवों को लाकर यहां बसाया था। 	category=
230	neu	श्रीकृष्ण जन्माष्टमी के मौके पर पूरी दुनिया से श्रद्धालु इस तीर्थस्थल की ओर रुख करते हैं।	category=
231	pos	सोमनाथ: ऐतिहासिक लूट और पुनर्निर्माण की कहानी लिए गुजरात का सोमनाथ मंदिर हमेशा से विदेशी सैलानियों के लिए आकर्षण का केंद्र रहा है। 	category=
232	pos	इस भव्य मंदिर को हम भगवान शिव के बारहवें ज्योतिर्लिग के नाम से भी जानते हैं। 	category=
233	pos	यह जगह केवल मंदिर के लिए नहीं बल्कि अन्य पर्यटन केंद्रों के लिए भी विश्वविख्यात है। 	category=
234	neu	सोमनाथ में अन्य पर्यटन और तीर्थ स्थलों में अहिल्याबाई मंदिर, सूरज मंदिर, त्रिवेणी घाट, प्रभास पाटन संग्रहालय और जूनागढ़ गेट शामिल हैं।	category=
235	pos	गिर वन राष्ट्रीय उद्यान 'बाघ संरक्षित क्षेत्र' है, जो 'एशियाई बब्बर शेर' के लिए विश्व प्रसिद्ध है। 	category=
236	pos	न्यजीवों की अनेक प्रजातियां देखने के लिए यह उद्यान आपके लिए उपयुक्त जगह साबित हो सकती है। 	category=
237	pos	गिर पश्चिमी भारत का सबसे बड़ा शुष्क पर्णपाती वन माना जाता है। 	category=
238	neu	यहां की वनस्पति में सागौन, साल और ढाक (ब्यूटिया फ्रोंडोसा) जैसे पर्णपाती वृक्षों सहित कांटेदार जंगल शामिल हैं।	category=
239	pos	भुज: हस्तशिल्प को लेकर आपके अंदर दिलचस्पी है तो आप गुजरात के भुज में कुछ समय बिता सकते हैं। 	category=
240	pos	यह जगह ठप्पे की छपाई का कपड़ा, बंधेज, चांदी का सामान और कढ़ाई वाले वस्त्रों के अलावा यह कच्छी हस्तशिल्प के लिए भी विख्यात है। 	category=
241	neu	भुज पहुंचते ही आप हस्तशिल्प के कलाकारों से तो मिल ही सकते हैं। 	category=
242	pos	साथ ही हस्तशिल्प प्रदर्शनी का फायदा भी उठा सकते हैं।    	category=
243	neu	ऐसा माना जाता है कि दुनिया का चौथा सबसे बड़ा धर्म 'बौद्ध धर्म' का जन्म भारत में ही हुआ है। 	category=
244	neu	यही से ही पूरी दुनिया में इसका प्रचार-प्रसार हुआ था। 	category=
245	pos	हालांकि भारत में इस धर्म का पूरी तरह से विस्तार नहीं हो पाया लेकिन इसके जन्म से ही कुछ स्थल ऐसे रहे हैं जो आज भी पूरी दुनिया में विख्यात है। 	category=
246	neu	उन्हीं स्थलों में से एक है बोधगया। 	category=
247	pos	यह वहीं जगह है जहां पर महात्मा बुद्ध ने ज्ञान प्राप्त किया था।	category=
248	pos	वैसे तो बोधगया में मन्दिर, पीपल वृक्ष, सरोवर, गुफा, संग्रहालयों की कमी नहीं है लेकिन सैलानियों के लिए सबसे ज्यादा आकर्षण का केंद्र महाबोधी मंदिर है जिसे देखने के लिए दुनियाभर के बौद्ध भिक्षु और पर्यटक गया की ओर रुख करते हैं। 	category=
249	neu	2002 में इस मंदिर को यूनीसेफ ने विश्व धरोहर घोषित किया था। 	category=
250	neu	इस मंदिर के खुलने का समय सुबह पांच बजे है जो रात के नौ बजे तक खुला रहता है।	category=
251	neu	इस दौरान यहां आने वाले श्रद्धालु जप और ध्यान लगाना नहीं भूलते।	category=
252	pos	इस मंदिर के अलावा बोधगया में ऐसे बहुत से मठ है जिसकी अनोखी वास्तुकला शैली सैलानियों को अपनी ओर खींचती है। 	category=
253	neu	इन मठों का रखरखाव अलग-अलग देशों के बौद्धधर्मी करते हैं। 	category=
254	pos	अन्य लोकप्रिय आकर्षण में भगवान बुद्ध की 80 फुट की प्रतिमा भी है जिसे देखे बिना आप कहीं जा नहीं सकते। 	category=
255	pos	यदि आप बोधगया के बारे में और जानना चाहते हैं तो आप वहां के पुरातात्विक संग्रहालय जाना न भूलें। 	category=
256	pos	संग्रहालय में आपको दिलचस्प अवशेष, शास्त्र और बुद्ध की प्राचीन मूर्तियां देखने को मिलेगी।	category=
257	pos	अगर आप शहर की भागदौड़ से परेशान हैं और आपको शांति की तलाश है तो आपके लिए बोधगया सबसे उपयुक्त जगह है। 	category=
258	pos	इस जगह में प्रवेश करते ही आप खुद में राहत महसूस करेंगे। 	category=
259	neu	बोधगया में ऐसी बहुत सारी संस्थाए हैं जो मेडिटेशन का कोर्स भी करवाती हैं।	category=
260	pos	यदि आप वहा रहने की योजना बना रहे हैं तो वहां के आश्रम से अच्छा अन्य कोई दूसरी जगह हो ही नहीं सकता। 	category=
261	neu	आप तिब्बती या भूटानी मठों में भी ठहर सकते हैं। 	category=
262	neu	वैसे तो बोधगया में पूरे साल हलचल रहती है लेकिन सितंबर से जनवरी महीने तक सैलानी ज्यादा से ज्यादा वहां पहुंचने की कोशिश करते हैं। 	category=
263	neu	बोधगया जाने के लिए आपको गया रेलवे स्टेशन या एयरपोर्ट उतरना होगा। 	category=
264	neu	आप सीधे पटना से भी बोधगया पहुंच सकते हैं। 	category=
265	neu	पटना से आपको सड़क मार्ग से मात्र चार घंटे ही लगेगा।     	category=
266	pos	अगर आपको भी पशु-पक्षी, पेड़-पौधे, पहाड़, नदियां आदि पसंद है तो केरल से अच्छी जगह कोई होई ही नहीं सकती। 	category=
267	pos	केरल न केवल अपनी खूबसूरत वादियों के लिए बल्कि सामाजिक सांस्कृतिक विरासत के रूप में भी एक पहचान रखती है। 	category=
268	neu	अगर आप केरल जाते हैं तो इन चीजों का जरूर अनुभव लें।	category=
269	pos	आयुर्वेदिक उपचार के लिए के लिए केरल का नाम दुनियाभर में पसिद्ध है। 	category=
270	pos	हाल ही में ब्राजीलियाई फुटबाल टीम के स्टार स्ट्राइकर नेमार के आयुर्वेदिक उपचार के लिए केरल आने की खबर स्थानीय समाचार चैनलों पर छाई रही। 	category=
271	pos	इससे आप अंदाजा ला सकते हैं कि विश्व में केरल आयुर्वेदिक का कितना महत्व है। 	category=
272	neu	आयुर्वेद एक ऐसी चिकित्सीय पद्धति है जिसका इस्तेमाल भारत में पिछले 5000 सालों से शरीर के उपचार के लिए किया जाता रहा है। 	category=
273	pos	केरल एकमात्र ऐसा राज्य है जिसने इस पद्धति को बखूबी अपनाया है।	category=
274	pos	अगर आप केरल जा रहे हैं और बगैर हाउसबोर्ट का मजा लिए वापस आ जाते हैं तो समझिए की आपकी यात्रा अधूरी है। 	category=
275	pos	हाउसबोर्ट के जरिए आप हरे-भरे ताड़ के वृक्षों के परिदृश्य और विविध वन्य जीवन आदि का आनंद उठा सकते हैं। 	category=
276	pos	इस दौरान आपको ऐसा लगेगा कि आप किसी और दुनिया में हैं।	category=
277	pos	हर साल मानसून सीजन के दौरान केरल का प्रसिद्ध खेल स्नेक बोट रेस शुरू होता है जिसे देखने के लिए दुनियाभर के लोग जुटते हैं। 	category=
278	neu	स्नेक बोट रेस की खास बात यह है कि रेस में प्रयोग लाई जाने वाली बोट की लंबाई 100 से 120 फीट की होती है जिसे लगभग 100 से ज्यादा नावक चलाते हैं।	category=
279	neu	कोची सिटी का एक ऐसा क्षेत्र है जिसके ऊपर अरब, ब्रिटिश, डच, चीनी, और पुर्तगाली संस्कृति की छाप है। 	category=
280	neu	इस शहर को हम 'गेटवे ऑफ केरला' के नाम से भी जानते हैं। 	category=
281	pos	फोर्ट कोची की वास्तुकला और ऐतिहासिक स्थल लोगों को यहां आने के लिए प्रेरित करती हैं।	category=
282	pos	अगर आपको पारंपरिक ग्रामीण जीवन का अनुभव लेना है तो आपके लिए केरल सबसे उपयुक्त जगह है। 	category=
283	pos	यहां के छोटे-छोटे गांव आपको एक अलग ही एहसास कराते हैं। 	category=
284	pos	आप इन ग्रामीण इलाकों में रहकर प्रकृति की वादियों से रू-ब-रू हो सकते हैं।    	category=
285	neu	मानसून ने दस्तक दे दी है। 	category=
286	pos	ऐसे मौसम में प्रकृति की छटा देखने का हर किसी का मन होता है। 	category=
287	pos	आपका भी मन होगा कि इस सुहाने मौसम में रिमझिम-रिमझिम करती बारिश की बूंदों का मजा किसी ऐसी जगह पर जाकर लें, जहां कुदरत की सबसे ज्यादा मिठास हो। 	category=
288	pos	यहां हम आपको पांच ऐसे मानसून ट्रेवल डेस्टिनेशन बताने जा रहे हैं, जहां जाकर आपको अच्छा अनुभव प्राप्त होगा।	category=
289	pos	प्रकृति ने धरती पर लद्दाख को बेमिसाल खूबसूरती बख्शी है। 	category=
290	pos	यहां जाने वाला हर कोई यहां की सुंदर वादियों से यह वादा करके वापस जाता है कि वह दोबारा फिर लद्दाख व लेह आएगा। 	category=
291	pos	सिंधु नदी के किनारे बसे लद्दाख की सुंदर झीलें, आसमान को छूती पहाड़ की चोटियां व मनमोहक मठ हर किसी को सम्मोहित करते हैं। 	category=
292	pos	मानसून के मौसम में इन जगहों का आकर्षण और ज्यादा बढ़ जाता है। 	category=
293	neu	अगर आप लद्दाख जाने का प्लान बना रहे हैं तो आपके लिए जून से अक्टूबर का महीना सही होगा।	category=
294	pos	यदि आपको बारिश की फुहारें पसंद हैं तो आपके लिए मेघालय से अच्छी कोई जगह हो ही नही सकती। 	category=
295	neu	लगभग पूरे साल वर्षा होने की वजह से इस जगह को हम 'बादलों का निवास स्थान' भी कहते हैं।	category=
296	neu	पृथ्वी के जहां सबसे ज्यादा नमी है तो वह मेघालय का चेरापुंजी है। 	category=
297	pos	जिसके नाम को सुनकर ही कई सैलानी इस खूबसूरत प्रदेश की ओर रुख करते रहे हैं। 	category=
298	pos	यहां के पेड़-पौधों व पुराने ब्रिजों पर टपकती बारिश की बूंदें आपका मन मोह लेगी।	category=
299	pos	मानसून के मौसम में द वैली ऑफ फ्लावर नेशनल पार्क का परिदृश्य आश्चर्यजनक तरीके से सजीव हो जाता है। 	category=
300	pos	ऐसे मौसम में जब आप पार्क के विभिन्न किस्मों के तीन सौ फूल देखेंगे तो आपकी आंखें खुली की खुली रह जाएंगी। 	category=
301	pos	यह दृश्य देखकर आपको लगेगा कि पार्क में कोई बड़ा चमकीला कारपेट बिछाया गया है। 	category=
302	neu	द वैली ऑफ फ्लावर नेशनल पार्क अप्रैल से अक्टूबर महीने तक खुला रहता है।	category=
303	pos	गोवा भारत का एक ऐसा टूरिस्ट स्पॉट है, जहां बारह महीने हलचल रहती है। 	category=
304	pos	यहां के समुद्री बीच और भव्य दृश्य हर तरह के सैलानियों को लुभाते हैं। 	category=
305	pos	ऐसे मौसम में यहां के गिरजाघरों की सुंदरता और ज्यादा बढ़ जाती है। 	category=
306	pos	अगर आप इस मौसम में गोवा जाने का प्लान बना रहे हैं तो आप वहां के वाइब्रेंट मानसून फेस्टिवल का भी मजा ले सकते हैं।	category=
307	pos	नदियों व पर्वत-पहाड़ियों से घिरा हुआ एक अनोखा पर्यटन स्थल केरल हमेशा ही सैलानियों को अपनी और खींचता रहा है। 	category=
308	pos	वर्षा ऋतु के समय इस जगह का महत्व और ज्यादा बढ़ जाता है। 	category=
309	pos	केरल में मानसून सीजन को ड्रीम सीजन के नाम से भी जाना जाता है। 	category=
310	neu	आयुर्वेदिक ट्रीटमेंट के लिए बड़ी संख्या में सैलानी इसी मौसम को चुनते हैं, क्योंकि इस समय बॉडी को उपयुक्त वातावरण मिलता है। 	category=
311	pos	ऐसे मौसम में आप वहां जाते हैं तो आपको आकर्षक ऑफर भी मिलेंगे।    	category=
312	pos	पनी थकान मिटाने के लिए आप दुनिया की उन जगहों पर गए होंगे जिनकी मिसाल हर कोई देता है लेकिन आज हम उन खूबसूरत जगहों के बारे में बात करने जा रहे हैं जो स्पोर्ट्स और एडवेंचर के साथ-साथ अपनी भव्यता के लिए भी जानी जाती हैं।	category=
313	pos	इसके नाम से ही आपको इसके अनोखे होने का अंदाज लग रहा होगा। 	category=
314	neu	माचु पिच्चु एक आइलैंड है जो साउथ अमेरिका के पेरु में है। 	category=
315	pos	एंडीज पर्वत पर बना माचु पिच्चु नामक मशहूर और प्राचीनतम खंडहर, पर्यटकों के लिए आकर्षण का केंद्र रहा है। 	category=
316	neu	इसकी खोज वर्ष 1911 में की गई थी।	category=
317	neu	गैलापगोस आइलैंड न केवल अज्ञात पर्यटक स्थल है बल्कि यह जगह संयुक्त राष्ट्र के सांस्कृतिक संगठन, यूनेस्को की विश्व धरोहरों की सूची में भी शामिल है।	category=
318	pos	छुट्टियां बिताने के लिए यह जगह बिल्कुल उपयुक्त है, खासकर उन लोगों के लिए जो फ्लोरा और फौना देखना पसंद करते हैं। 	category=
319	pos	आप अपनी इस यात्रा में आइलैंड की सुंदरता का अनुभव ले सकते हैं। 	category=
320	neu	अगर आपकी जेब साथ दे तो आप डीप सी फिशिंग और स्कूबा डाइविंग भी कर सकते हैं।	category=
321	pos	केन्या का यह आइलैंड पर्यटकों को अपने प्राचीनत युग में ले जाता है। 	category=
322	pos	लामु शहर अपने स्वाहिली संस्कृति के लिए भी जाना जाता है। 	category=
323	pos	यह शहर उन लोगों के लिए भी उत्तम है जो अज्ञात चीजें देखना या उनके बारे में जानना पसंद करते हैं। 	category=
324	pos	यह दुनिया का एकमात्र ऐसा शहर है जहां आपको न तो ट्रैफिक मिलेगा और न ही हॉर्न सुनाई देगा। 	category=
325	pos	यह तो तय है कि यदि आप एक बार यहां आएंगे तो आपके अंदर दोबारा यहां वापस जाने की इच्छा जरूर पनपेगी।	category=
326	pos	नॉर्वे के समीप स्थित फैरो आइलैंड्स भले ही दुनियाभर के लिए अंजान है लेकिन अपनी खूबसूरत जगहों पर जाने के शौकीन लोग यहां पहुंच ही जाते हैं। 	category=
327	pos	18 छोटे आइलैंड्स से मिलकर बना फैरो द्वीप समूह उन पर्यटकों के लिए तो जैसे स्वर्ग है जो भीड़भाड़ से दूर ही रहना चाहते हैं या जिन्हें प्रकृति और वनस्पति से प्रेम है।	category=
328	pos	एड्रिएटिक समुद्र के किनारे बसा यह स्थान अपनी खूबसूरती के लिए जाना जाता है। 	category=
329	pos	जो पर्यटक फ्रेश और प्राचीन चीजें देखना पसंद करते हैं उनके लिए यह जगह उत्तम है। 	category=
330	pos	क्रोएशिया अपने स्कूबा डाइविंग, सेलिंग तथा दूसरे वॉटर स्पोर्ट्स के लिए पूरे विश्वभर में जाना जाता है। 	category=
331	pos	यहां जाकर न केवल आप तरोताजा महसूस करेंगे बल्कि प्राचीन और ऐतिहासिक जगह देखकर आपको विश्व के इतिहास की भी झलक मिलेगी। 	category=
332	pos	अगर आप भी छुट्टियों पर जाने की योजना बना रहे हैं तो यह जगह आपके लिए उपयुक्त     	category=
333	neu	गुड़गांव, हरियाणा के एंबिएंस मॉल में स्थित स्टेलर चिल्ड्रेन म्यूजियम एक इंटरैक्टिव, प्ले बेस्ड म्यूजियम है। 	category=
334	neu	इसे शिकागो के एक्सप‌र्ट्स ने बनाया है। यह करीब दस हजार वर्ग फीट में फैला है। 	category=
335	neu	यहां इनवेन्ट इट, बिल्ड इट,क्रिएट इट, लिव इट, डिस्कवर इट, एक्सप्लोर इट, स्प्लैश इट जैसे अलग-अलग प्ले एरियाज हैं। 	category=
336	pos	इन्वेन्ट इट में आपको फिजिकल साइंस (एयर, ग्रैविटी ऐंड मैग्नेटिज्म) के एक्सपेरिमेंट्स करने को मिलेंगे। 	category=
337	pos	इससे आपका सेल्फ-कॉन्फिडेंस बढ़ेगा और प्रॉब्लम सॉल्विंग स्किल्स को डेवलप करने में मदद मिलेगी। 	category=
338	pos	आप साइंस की दुनिया को एक्सप्लोर कर पाएंगे। 	category=
339	neu	स्टेलर म्यूजियम हफ्ते के सातों दिन खुला होता है।	category=
340	pos	एक ऐसा भी जानवर है, जिसे आप पसंद तो करते होंगे, लेकिन उसे घर में रखने का ख्याल तक मन में नहीं ला सकते, जैसे कि हाथी। 	category=
341	neu	क्या आप हाथियों को करीब से जानने के लिए उनकी दुनिया में जाना चाहेंगे? उनसे फ्रेंडशिप करना चाहेंगे? 	category=
342	neu	इसके लिए आपको राजस्थान के जयपुर स्थित अंबर फोर्ट के करीब एलिफैंट सफारी जाना होगा। 	category=
343	neu	यहां आप हाथियों की सवारी करने, उन्हें अलग-अलग नेचुरल कलर्स से पेंट करने, उन्हें खाना खिलाने, नहलाने जैसी एक्टिविटीज में शामिल हो सकते हैं। 	category=
344	pos	दोस्तो, जब आप हाथी पर सवार होकर गुलाबी नगरी, अंबर फोर्ट और आसपास की जगहों की सैर करेंगे, तो वह अनुभव बेहद रोचक होगा। 	category=
345	neu	आप एलिफेंट सफारी में हाथियों से साइन लैंग्वेज में बातें करना भी सीख जाएंगे	category=
346	neu	यह एशियाई स्लॉथ बियर्स का दुनिया का सबसे बड़ा रेस्क्यू रिहैबिलिटेशन सेंटर है। 	category=
347	neu	हाल ही में इस सेन्टर पर एजुकेशन कंजर्वेशन वॉकवे शुरू किया गया है। 	category=
348	neu	इंडिया में अपनी तरह का यह पहला वॉकवे है, जिसमें आपको बताया जाता है कि भालू या दूसरे जानवरों को कैसे बचाया जाता है। 	category=
349	neu	यह सेंटर हफ्ते के सातों दिन खुला होता है।	category=
350	pos	दिल्ली के वेस्ट पंजाबी बाग स्थित ट्रैफिक ट्रेनिंग पार्क में आपको खेल-खेल में रोड सेफ्टी रूल्स के बारे में बताया जाता है। 	category=
351	neu	यहां एक टेस्ट ट्रैक भी बना है, जिस पर मिनिएचर फॉर्म में रोड साइन्स और सिग्नल्स, जैसे रेड लाइट, स्पीड ब्रेकर्स लगे होते हैं।    	category=
352	pos	प्राकृतिक संपदा, इतिहास और जनजातीय संस्कृति से भरपूर फूलबानी काफी समय से यात्रियों को आकर्षित करता रहा है। 	category=
353	pos	किसी भी व्यक्ति के लिए अपने आपको रंग-बिरंगे जीव जंतुओं और पेड़ पौधे के बीच पाना अद्भूत अनुभव होता है और यद देखना कि स्थानीय जनजाती के लोग अपने विभिन्न रीति रिवाजों और परंपराओं के साथ वहां रह रहे हैं। फूलबानी शहर पूर्वी भारत के मध्य उड़ीसा राज्य में महानदी से लगभग 35 किमी दक्षिण-पश्चिम में स्थित है। 	category=
