ID	Polarity	Text
272	neu	उन्होंने मुसलमानों के बारे में प्रचलित धारणाओं और मिथकों पर संवेदनशील कटाक्ष किया है। 
273	neu	हालांकि वे गंभीर मसले पर खुद को केंद्रित करते हैं, लेकिन निर्वाह और वर्णन में सतह पर ही रहते हैं। 
274	neu	शायद तह में जाने पर विवाद और विरोध हो सकता था। 
275	pos	फुवाद खान का यह प्रयास सराहनीय है। 
276	pos	वे दोनों धर्मां में मौजूद कठमुल्लापन पर निशाना साधने में सफल रहे हैं। 
277	pos	ऐसी फिल्मों की प्रासंगिकता कलात्मकता या सिनेमाई कौशल से अधिक वास्तविकता से होती है। 
278	neu	ऐसी फिल्में एक स्तर पर समाज में फैला भ्रमजाल तोड़ती हैं। 
279	neu	फुवाद खान ने सलीके से अपनी बात कही है और किसी भी धर्म के नागरिक को आहत नहीं किया है।
280	neu	हिंदी फिल्मों के इतिहास में इस विषय पर अनेक फिल्में बनी हैं कि इंसान पैदाइशी अच्छा या बुरा नहीं होता। 
281	neu	उसके हालात और परवरिश ही उसके वर्तमान के कारण होते हैं। 
282	pos	परेश रावल की तरह अन्नू कपूर ने भी अपने किरदार को सही तरीके से निभाया है। 
283	neu	हां, अन्नू कपूर कभी-कभी अपनी अभिनय शैली के दोहराव के मोह में फंस जाते हैं। 
284	pos	नसीरूद्दीन शाह ने नील आनंद बाबा की भूमिका में मस्ती की है। 
285	neu	शरदिंदु बनर्जी ने 1932 में जासूस ब्योमकेश बक्शी के किरदार को गढ़ा था। 
286	neu	उन्होंने कुल 32 कहानियां लिखी थीं। 
287	neu	इन कहानियों को बंगाल में फिल्मों और धारावाहिकों में ढाला गया है। 
288	neu	हिंदी में भी एक धारावाहिक 'ब्योमकेश बक्शी' नाम से ही बना था,जिसमें रजत कपूर ने शीर्षक भूमिका निभाई थी। 
289	neu	ताजा हाल रितुपर्णो घोष की बंगाली फिल्म 'सत्यान्वेषी' मे ब्योमकेश बक्शी की भूमिका में 'कहानी' के निर्देशक सुजॉय घोष दिखे थे। 
290	neu	दिबाकर बनर्जी ने शरदिंदु बनर्जी की सभी 32 कहानियों के अधिकार लेकर उन्हें अपनी फिल्म 'डिटेक्टिव ब्योमकेश बक्शी' में सुविधानुसार इस्तेमाल किया है। 
291	neu	दिबाकर बनर्जी की यह फिल्म यशराज फिल्म्स के सहयोग से आई है। 
292	neu	इसमें ब्योमकेश बक्शी की भूमिका सुशांत सिंह राजपूत निभा रहे हैं।
293	neu	'डिटेक्टिव ब्योकेश बक्शी' के आरंभ में फिल्म का प्रमुख सहयोगी किरदार अजीत बंद्योपाध्याय का वॉयसओवर सुनाई पड़ता है, 
294	neu	दिबाकर को वास्तविक लोकेशन के साथ सेट की भी सुविधा रही है। 
295	neu	उनकी टीम की कोशिश पीरियड दिखने से अधिक उस परिवेश को सिरजने की रही है,जिसमें ब्योमकेश,अजीत,अनुकूल गुहा,अंगूरी देवी आदि किरदार विचरते हैं। 
296	neu	इसे निकोस एंड्रिटसेकिस ने थीम के अनुकूल रंगो और शेड्स में कैमरे में कैद किया है। 
297	neu	जासूसी फिल्मों की उत्सुकता तो बनी रहती है,लेकिन खोज की गति धीमी हो जाती है। 
298	neg	हल्का भटकाव नजर आता है।
299	neu	उन्होंने नायक ब्योमकेश समेत सभी किरदारों के लिए हनी त्रेहन की मदद से उपयुक्त कलाकार खोजे हैं। 
300	pos	सुशांत सिंह राजपूत उम्दा अभिनेता के तौर पर उभर कर आते हैं। 
301	pos	उनके अभिनय की शैली में मधुर ठहराव और औचकपन है। 
302	neu	उन्होंने ब्योमकेश को जबरन किसी मैनरिज्म में नहीं ढाला है। 
303	pos	समुचित मेकअप और कॉस्ट्यूम से उनका किरदार निखरता है। 
304	pos	अजीत की भूमिका में आनंद तिवारी सहज हैं। 
305	neu	वे ब्योमकेश का पूरा साथ देते हैं।  
306	neg	अंगूरी देवी की भूमिका में स्वास्तिका मुखर्जी प्रभावित नहीं कर पातीं। 
307	pos	सत्यवती की छोटी भूमिका में दिव्या मेनन जंचती हैं। 
308	pos	फिल्म की खासियत है कि सभी सहयोगी और छोटे किरदारों पर निर्देशक और उनकी टीम ने ध्यान दिया है।
309	neu	योमकेश बताता है कि वह भागलपुर-मुंगेर से आया है। 
310	neu	बाद में दो धोतीधारी सुरक्षाकर्मी भी आते हैं,जो भागलपु-मुंगेर के हैं। 
311	neu	ब्योमकेश उनसे गंवई भाषा में बात करता है। 
312	neg	अफसोस कि दिबाकर की टीम ने उनकी भाषा भोजपुरी प्रभावित कर दी है। 
313	neg	ऐसा लगता है कि फास्ट एंड फ्यूरियस के तीसरे हिस्से के बाद वाले जितने भी सीक्वल आए हैं वो अंत तक आते आते कमजोर पड़ जाते हैं। 
314	pos	डायरेक्टर जस्टिन लिन ने हर किसी को आश्चर्यचकित किया है। 
315	neu	सीक्वल के ट्रेंड को बदला है। 
316	pos	एक अच्छी बात निकलकर सामने आई है जो 4,5 और 6 में नहीं थी। 
317	con	इन फिल्मों में कोई मजबूत कहानी नहीं थी मगर स्टंट के भरोसे फिल्म चल रही थी।
318	neu	जेम्स वान, सॉ के डायरेक्टर रहे हैं। 
319	neu	उनके लिए इस फिल्म का सातवां सीक्वल बनाना एक तरह से उनके लिए अजीब पसंद था। 
320	pos	बावजूद इसके उन्होंने निराश नहीं किया। 
321	pos	फिल्म को जिस उत्साह की जरूरत थी वान ने उस चीज को फिल्म में डाला।
322	pos	फिल्म में जो महत्वपूर्ण है वो है एक्शन और स्टंट सीन। 
323	neu	इन सीन्स में ट्रकलोड्स का इस्तेमाल किया गया है। 
324	pos	मगर ऊंची ईमारतों से कूदती कार और पहाड़ियों के बीच दौड़ते ये ट्रक आपको हैरान कर देते हैं। 
325	neu	आप इन सभी बातों से बोर होने ही वाले होते हैं कि इतने में इन कारों पर ड्रोन से मिसाइले दागी जाती है। 
326	con	यह सबकुछ किसी को मनोरंजन तो किसी को कुछ अजीब सकता है।
327	neg	केवल एक बात ही है जो इस फिल्म के लिए बुरी है और वो ये कि यह 3डी है। 
328	neg	एक्शन का हर सीन हिलते हुए कैमरे के साथ 3डी में देखना किसी का भी सिर दुखा सकता है। 
329	neg	कम लाइट में शूट किए गए कुछ सीन भी दिक्कत का कारण बन सकते हैं क्योंकि 3डी से देखते समय इमेज और भी मद्दम हो जाती है। 
330	pos	इसके अलावा फिल्म जो कुछ भी दिखाती है अच्छा है। 
331	neu	इसमें दिवंगत पॉल वॉकर को गुड बाय भी शामिल है।
332	neu	निर्देशक जैगम इमाम ने अपने ही लिखे उपन्यास 'दोजख' पर बनाई है यह फिल्म और इसका टाइटल भी इसके नाम पर ही रखा है, दोजख : इन सर्च ऑफ हेवेन। 
333	neg	मगर वह इस उपन्यास की दिल छू लेने वाली कहानी को पर्दे पर दमदार तरीके से दिखने में उतने सफल नहीं रहे हैं।
334	neu	निर्देशक जैगम इमाम ने एक अच्छी फिल्म बनाने की कोशिश तो की है, मगर अभी उन्हें फिल्म निर्माण के कई पहलुओं को समझने की जरूरत है।
335	neg	इंटरवल से पहले फिल्म की रफ्तार काफी सुस्त है। 
336	neg	इसके साथ ही खराब एडिटिंग, बेवजह के बैकग्राउंड म्यूजिक दर्शकों को परेशान करते हैं। 
337	con	हालांकि इंटरवल के बाद फिल्म रफ्तार पकड़ती है, लेकिन बाकी की खामियां साफ झलकती हैं। 
338	neu	जसपिन्दर कौर निर्देशित 'दिल्लीवाली जालिम गर्लफ्रेंड' का उद्देश्य दिल्ली की पृष्ठभूमि में 'खोसला का घोंसला' जैसी हल्की-फुल्की और सटायर फिल्म बनाने का रहा होगा। 
339	neu	लेखक मनु ऋषि चड्ढा ने कुछ किरदारों को लेकर यह कहानी रची है। 
340	neu	उन्होंने ध्रुव को केंद्र में रखा। 
341	neg	अनावश्यक तरीके से कुछ गाने जोड़ दिए जाते हैं। 
342	neg	लेखक-निर्देशक इस गलतफहमी में रहते हैं कि दर्शकों का मनोरंजन हो रहा है, जबकि ऐसी फिल्मों में कुछ दृश्यों के बाद ही जी उचट जाता है। 
343	neg	फिल्म सलीके की न हो तो फिर बांध नहीं पाती। 
344	con	लेखक-निर्देशक की ईमानदार कोशिश भी फिजूल हो जाती है।
345	neu	हाई स्कूल के दिनों में किशोर अपनी खास पहचान और स्टाइल के लिए अलग-अलग तरीके से बाल कटवाते हैं। 
346	neg	इस भूमिका में जैकी श्राॅफ अनफिट लगते हैं। 
347	neg	पंजाबी लहजे में बोलते हुए वे नकली लगते हैं।  
348	neu	नवदीप सिंह और अनुष्का शर्मा की 'एनएच 10' पर सेंसर की कैंची चली है। 
349	neu	कई गालियां, अपशब्द कट गए हैं और कुछ प्रभावपूर्ण दृश्यों को छोटा कर दिया गया है। 
350	neg	इस कटाव से अवश्य ही 'एनएच 10' के प्रभाव में कमी आई होगी। 
351	neu	'एनएच 10' हिंदी फिल्मों की मनोरंजन परंपरा की फिल्म नहीं है। 
352	neu	यह सीधी चोट करती है। 
353	neu	दर्शक सिहर और सहम जाते हैं। 
354	neu	फिल्म में हिंसा है, लेकिन वह फिल्म की थीम के मुताबिक अनगढ़, जरूरी और हिंसक है। 
355	neu	चूंकि इस घात-प्रतिघात में खल चरित्रों के साथ नायिका भी शामिल हो जाती है तो अनेक दर्शकों को वह अनावश्यक और अजीब लग सकता है। 
356	neu	नायिका के नियंत्रण और आक्रमण को आम दर्शक स्वीकार नहीं कर पाता है। 
357	neu	दरअसल, प्रतिशोध और प्रतिघात के दृश्यों के केंद्र में नायक(पुरुष) हो तो पुरुष दर्शक अनजाने ही खुश और संतुष्ट होते हैं। 
358	neu	नवदीप सिंह और उनकी टीम ने फिल्म को धूसर रंग दिया है। 
359	neu	इलाके की कठोर और नंगी सच्चाई को उभारने और जताने के लिए इस फिल्म के शिल्प में चमक नहीं रखी गई है। 
360	neu	दिल्ली की रंगीनी और चमक गुड़गांव पार करने के साथ खत्म हो जाती है। 
361	pos	पूरी फिल्म में हम असहज होने के बावजूद बंधे रहते हैं। 
362	neu	हमें मीरा के पति के व्यवहार बेवकूफाना और गैरजरूरी लगता है, क्योंकि हम कहानियों और फिल्मों में भी मुश्किलों के लिए तैयार नहीं हैं।
363	neu	'एनएच 10' इंडिया और भारत की सच्चाई को कभी आमने-सामने तो कभी समानांतर खड़ी कर देती है। 
364	neu	हो सकता है कि शहरी दर्शक ऐसी सच्चाईयों से अकुलाहट महसूस करें। 
365	neu	आरंभ के कुछ दृश्यों के बाद ही हम मीरा के साथ हो जाते हैं। 
366	pos	दर्शन कुमार ने अपने चरित्र को पूरी क्रूरता के साथ निभाया है। 
367	pos	उन्हें संवाद कम मिले है, फिर भी अपनी मौजूदगी और अदायगी से वे प्रभावित करते हैं। 
368	neu	मीरा के पति के रूप में भूपलम की भूमिका सीमित है। 
369	pos	मामा और मां के किरदार में रवि झांकल और दीप्ति नवल उपयुक्त है। 
370	pos	बिहारी दंपत्ति की छोटी सी भूमिका में आए दोनों अपरिचित कलाकार नैचुरल और रियल हैं। 
371	neu	'एनएच 10' मुख्य रूप से अनुष्का शर्मा की फिल्म है। 
372	pos	उन्होंने लेखक-निर्देशक से मिले मौके का भरपूर इस्तेमाल किया है। 
373	pos	उन्होंने मीरा की मजबूरी और बहादुरी तक के आयामों को संजीदगी से निभाया है। 
374	pos	बतौर निर्माता ऐसी फिल्म के लिए तैयार होने की उनकी पहल की भी तारीफ करनी चाहिए। 
375	pos	उनके समर्थन में खड़ी कृषिका लु्ल्ला का योगदान भी सराहनीय है। 
376	neg	बदमाशियां एक अपरिपक्व हास्यापद फिल्म है, जिसे देखते हुए आप अपना सिर पीटने लगेंगे कि हो क्या रहा है। 
377	neu	यहां तक कि फिल्म देखने के बाद भी यह सवाल आपका पीछा नहीं छोड़ेगा कि यह फिल्म बनाई ही क्यों गई?
378	neg	इस फिल्म (क्या यह सचमुच फिल्म कहलाने लायक है?) में बकवास दृश्यों को एक-दूसरे के साथ अजीबोगरीब तरीके से पिरो दिया गया है। 
379	neg	यहां तक कि इस फिल्म के कलाकारों की एक्टिंग ऐसी है कि लगता है वे नशे में जरुरत से ज्यादा ऊर्जावान है और उनका उत्साह चिढ़ानेवाला है।
380	con	इस फिल्म की स्क्रिप्ट को देखकर महसूस होता है कि कुछ दृश्यों में निर्देशक ने बेहतरीन काम किया है, लेकिन बाकी दृश्य इतने फूहड़ है कि सब पर पानी फिर गया है।
381	neg	ऐसा लगता है कि पहली बार निर्देशन में कदम रख रहे अमित खन्ना ने अपनी फिल्म में किसी उपन्यास की तरह दर्शकों को भौंचक्का रखने पर काफी जोर दिया है, लेकिन वह सुरुचिपूर्ण नहीं है। 
382	neg	यहां भी उन्होंने कोरियाई फिल्म 'व्हाटएवर' की नकल करने की कोशिश की है।
383	pos	इंटरवल के बाद शारिब हाशमी की एक्टिंग से फिल्म थोड़ी रफ्तार पकड़ती है। 
384	neg	लेकिन आगे जाकर वे अपनी घटिया एक्टिंग से फिल्म पर पानी फेर देते हैं। 
385	pos	और हां, करण मेहता ने इस फिल्म में जो जासूस की भूमिका निभाई है, उन्होंने जरुर ठीक ठाक एक्टिंग की है। 
386	neg	लेकिन उनकी मेहनत इस घटिया फिल्म में खो जाती है। इसलिए इस फिल्म से तो आप बच कर ही रहें।
387	pos	अगर आप दो घंटे के लिए एक शानदार अनुभव में खो जाना चाहते हैं तो 'दम लगा के हईशा' जरुर देखें। 
388	neu	इस फिल्म में दिखाया गया है कि खूबसूरती वो नहीं होती जो हमें आंखों से नजर आती है। 
389	pos	यह बहुत ही खूबसूरत फिल्म है जिसमें दिल को छू लेने वाली कहानी है। 
390	pos	फिल्म के हर कलाकार ने उम्दा अभिनय किया है। 
391	pos	फिल्म के गाने, संगीत, माहौल, डॉयलॉग सब कुछ कमाल का है। 
392	pos	इन सबसे भी ज्यादा प्रभावशाली है फिल्म का निर्देशन।
393	pos	बड़ी ही खूबसूरती से फिल्म की कहानी आगे बढ़ती है और संध्या के व्यक्तित्व के छुपे पहलूओं को सामने लाती है।
394	neu	इस फिल्म की कहानी हरिद्वार और ऋषिकेश के घाटों के आसपास बुनी गई है। 
395	pos	यह फिल्म हमें दिखाती है कि कोई फिल्म कितनी सादगी और खूबसूरती से बनाई जा सकती है।
396	pos	फिल्म के निर्देशक शरद कटारिया की सबसे बड़ी उपलब्धि यह है कि उन्होंने हरिद्वार और बनारस की संस्कृति के साथ ही वहां के लोगों की मानसिकता को भी बहुत ही अच्छी तरह पेश कर पाए। 
397	pos	उन्होंने इस बात का भी ध्यान रखा है कि फिल्म की भाषा बिल्कुल वास्तविक लगे। 
398	pos	साथ ही फिल्म में बेहद मनोरंजक तरीके से हास्य का तानाबाना भी बुना गया है। 
399	pos	90 के दशक के संगीत और उस दौर के सबसे मशहूर गायक कुमार शानू को फिल्म के कई दृश्यों में याद किया गया है।
400	pos	नई अभिनेत्री भूमि पेडनेकर ने संध्या के किरदार में जान डाल दी है। 
401	pos	शायद ही कोई और उनके जैसी खूबसूरती व सादगी से इस भूमिका को निभा पाता। 
402	pos	इस फिल्म की कास्टिंग लाजबाव है जिसका श्रेय कास्टिंग डाइरेक्टर शानू शर्मा को जाता है। 
403	pos	उनकी इस बात के लिए खासतौर से तारीफ की जानी चाहिए कि इस फिल्म में उन्होंने फिल्म इंडस्ट्री के सबसे प्रतिभाशाली कलाकारों का चयन किया।
404	pos	यकीनन यह बॉलीवुड की रोमांटिक कॉमेडी में अब तक की सबसे बेहतरीन फिल्म है। 
405	pos	'दम लगा के हईशा' धीरे-धीरे आपके दिल में उतरती है और सिनेमा हॉल से निकलने के बाद भी आप फिल्म आपके मन में बसी होती है।
406	pos	इस फिल्म की सबसे खास बात यह है कि इस फिल्म देखने के बाद अाप यकीनन अपने जीवन में उनलोगों को महत्व देना शुरू कर देंगे जिनकी आप उपेक्षा करते रहते हैं।
407	neu	श्रीराम राघवन की 'बदलापुर' हिंदी फिल्मों के प्रचलित जोनर बदले की कहानी है।
408	neu	इस हिस्से में घटनाएं तेजी से घटती हैं। 
409	pos	फिल्म की गति धीमी नहीं पड़ती। 
410	neu	श्रीराम राघवन पहले ही फ्रेम से दर्शकों को सावधान की मुद्रा में बिठा देते हैं। 
411	pos	अच्छी बात है कि टर्न और ट्विस्ट लगातार बनी रहती है। 
412	neu	वरुण धवन अपेक्षाकृत नए एक्टर हैं। 
413	neu	उनकी मेहनत जाहिर है। 
414	pos	उन्होंने रघु के बदलते भावों को व्यक्त करने में अच्छी-खासी मेहनत की है। 
415	pos	दूसरी तरफ नवाजुद्दीन सिद्दीकी की फितरत प्रभावित करती है। 
416	pos	वरुण की मेहनत और नवाज की फितरत से 'बदलापुर' रोचक और रोमांचक हुई है। 
417	pos	वरुण सधे अभिनेता नवाज के आगे टिके रहते हैं। 
418	pos	नवाज हमारे समय के सिद्ध अभिनेता हैं। 
419	pos	यह फिल्म वरुण और नवाज के अभिनय के लिए याद रखी जाएगी। 
420	neu	फिल्म में महिला किरदारों को सीमित स्पेस में ही पर्याप्त महत्व दिया गया है। 
421	pos	उन्हें अच्छी तरह गढ़ा गया है। 
422	pos	पांचों महिला किरदारों ने अपनी भूमिकाओं को संजीदगी से निभाया है। 
423	pos	प्रभावशाली दृश्य राधिका आप्टे और हुमा कुरैशी को मिले हैं। 
424	pos	यों दिव्या दत्ता, प्रतिमा कण्णन और यामी गौतम लेश मात्र भी कम असरदार नहीं हैं। 
425	pos	कुमुद मिश्रा की सहजता और स्वाभाविकता उल्लेखनीय है।
426	pos	श्रीराम राघवन ने बदले की रोमांचक फिल्म को नया ट्विस्ट दे दिया है।   
427	neg	बहुत कम फिल्में ऐसी होती हैं,जो आरंंभ से अंत तक दर्शकों को बांध ही न पाएं। विक्रमजीत सिंह की 'रॉय' ऐसी ही फिल्म है। 
428	pos	साधारण फिल्मों में भी कुछ दृश्य, गीत और सिक्वेंस मिल जाते हैं,जिसे दर्शकों का मन बहल जाता है। 
429	neu	'रॉय' लगातार उलझती और उलझाती जाती है। हालांकि इसमें दो पॉपुलर हीरो हैं। 
430	neg	रणबीर कपूर और अर्जुन रामपाल का आकर्षण भी काम नहीं आता। 
431	neg	ऊपर से डबल रोल में आई जैक्लीन फर्नांडीस डबल बोर करती हैं। 
432	neu	आयशा और टीया में बताने पर ही फर्क मालूम होता है या फिर रणबीर और अर्जुन के साथ होने पर पता चलता है कि वे दो हैं। 
433	neu	हिंदी फिल्म इंडस्ट्री के बैकड्रॉप पर बनी 'रॉय' इंडस्ट्री की गॉसिप इमेज ही पेश करती है। 
434	neg	'रॉय' की सबसे कमजोर कड़ी जैक्लीन फर्नांडीस हैं। 
435	pos	उन्होंने नाच-गाने में भरपूर ऊर्जा दिखाई है। 
436	neg	अभिनय से अभी वह कोसों दूर हैं। 
437	pos	अर्जुन रामपाल और रणबीर कपूर समर्थ अभिनेता हैं। 
438	neu	निर्देशक ने इस फिल्म में उनके सामर्थ्य का उपयोग गैरजरूरी समझा है। 
439	neg	दोनों ने बेपरवाही के साथ काम किया है। 
440	neg	अन्य दिक्कते भी हैं। 
441	neu	अर्जुंन रामपाल की दाढ़ी चिपकाई हुई दिखती है। 
442	neu	रॉय के रूप में रणबीर कपूर भी खोए-खोए से हैं। 
443	neg	दोनों एक समय के बाद नीरस और अप्रभावी हो जाते हैं।
444	neg	फिल्म की थीम के हिसाब से सलेटी रंग चुना गया है, लेकिन वह अधिक काम नहीं आ पाता। 
445	neg	निर्देशक और लेखक ने पटकथा पर अधिक मेहनत नहीं की है। 
446	neg	कुछ नया करने और दिखाने के चक्कर में फिल्म फिसल गई है। 
447	pos	फिल्म के गाने ठीक-ठाक हैं। 
448	pos	उनकी लोकप्रियता से कुछ दर्शक भले ही आ जाएं। 
449	neg	फिल्म में एक संवाद है कि जो बात समझ में नहीं आती, वह सुनाई भी नहीं पड़ती। 
450	neg	उसी तर्ज में कहें तो जो दृश्य समझ में नहीं आते, वे दिखाई भी नहीं पड़ते।     
451	neu	'षमिताभ' अनोखी व प्रयोगवादी किस्सागोई करने को मशहूर फिल्मकार आर. बाल्की की फिल्म है। 
452	neu	'षमिताभ' की कहानी एक गूंगे शख्स की है, जो हिंदी फिल्म इंडस्ट्री का सुपरस्टार बन जाता है। 
453	neu	'षमिताभ' बड़ी खूबसूरती से हिंदी फिल्मकारों व सितारों की लकीर के फकीर वाली सोच व कार्यप्रणाली पर करारा प्रहार कर जाती है। 
454	neu	वह माइंडलेस मसाला फिल्मों पर तंज कसते हुए उन्हें आड़े हाथों लेती है। 
455	neu	फिल्म में अमिताभ बच्चन के असल जिंदगी से जुड़े अनुभव भी हैं। 
456	pos	वे अपनी दमदार संवाद अदायगी से बताते हैं कि 70 पार होने के बावजूद उनमें अब भी काफी ऊर्जा और उत्साह बाकी है। 
457	neu	अब यह फिल्मकारों पर निर्भर करता है कि वे उनके किन शेड्स को उभार और बाहर निकाल पाने में सक्षम है। 
458	pos	धनुष ने अपने किरदार से अमिताभ बच्चन की बुलंद आवाज और चेहरे पर हाव-भाव को ठीक-ठाक तौर पर कैरी किया है। 
459	neu	अक्षरा हासन इस फिल्म से अपना डेब्यू कर रही हैं। 
460	neu	उन्होंने असिस्टेंट डायरेक्टर यानी एडी की भूमिका का निर्वहन किया है। 
461	con	वे बड़ी स्वीट लगी हैं, लेकिन उन्हें अपनी अदाकारी पर अभी और काम करना होगा।
462	neu	फिल्म का निर्देशन असाधारण है। 
463	neu	आर. बाल्की ने 156 मिनट लंबी फिल्म को बोझिल नहीं होने दिया है। 
464	pos	उन्होंने परिस्थितियों का ताना-बाना बेहद रोचक और तार्किक बुना है। 
465	pos	फिल्म में अभिनेत्री रेखा को सीन पर ला अमिताभ बच्चन की आवाज बोलने वाले शख्स को बेस्ट एक्टर दिलवाने का आइडिया अनोखा और खूबसूरत बन पड़ा है। 
466	neu	स्वानंद किरकिरे ने अपनी प्रतिष्ठा के मुताबिक सीन को आगे बढ़ाने में मदद करने वाले गाने लिखे हैं। 
467	neu	इलैयाराजा का संगीत कर्णप्रिय है। 
468	pos	पीसी श्रीराम की सिनेमैटोग्राफी उम्दा है।    
469	neu	विभु पुरी निर्देशित 'हवाईजादा' पीरियड फिल्म है। संक्षिप्त साक्ष्यों के आधार पर विभु पुरी ने शिवकर तलपड़े की कथा बुनी है। 
470	neu	ऐसा कहा जाता है कि शिवकर तलपड़े ने राइट बंधुओं से आठ साल पहले मुंबई की चौपाटी में विश्व का पहला विमान उड़ाया था। 
471	neu	अंग्रेजों के शासन में देश की इस प्रतिभा को ख्याति और पहचान नहीं मिल पाई थी। 
472	neu	119 सालों के बाद विभु पुरी की फिल्म में इस 'हवाईजादा' की कथा कही गई है।
473	neg	बोलचाल, पहनावे और उपयोगी वस्तुओं के उपयोग में सावधानी नहीं बरती गई है। 
474	pos	हां, सेट आकर्षक हैं, पर सब कुछ बहुत ही घना और भव्य है। 
475	neu	ऐसे समय में जब स्पेस की अधिक दिक्कत नहीं थी, इस फिल्म को देखते हुए व्यक्ति और वस्तु में रगड़ सी प्रतीत होती है। 
476	neu	अतीत की ऐसी कथाएं किसी भी देश के इतिहास के संरक्षण और वर्तमान के लिए बहुत जरूरी होती हैं, लेकिन उन्हें गहरे शोध और साक्ष्यों के आधार पर फिल्म की कहानी लिखी है। 
477	neu	शिवकर तलपड़े और उनके सहयोगी चरित्र थोड़े नाटकीय और कृत्रिम लगते हैं। 
478	neu	सनकी वैज्ञानिक शास्त्री का किरदार ऐसा ही लगता है। 
479	neu	फिल्म में ही दिखाया गया है कि वेदों और ऐतिहासिक ग्रंथों के आधार पर शास्त्री ने वैमानिकी की पुस्तक तैयार की थी, फिर उस पुस्तक के आधार पर विमान बनाने और उड़ाने का श्रेय अकेले शिवकर तलपड़े को देना उचित नहीं लगता।
480	pos	विभु पुरी अपनी सोच और ईमानदारी से उन्नीसवीं सदी के अंतिम वर्षों का माहौल रचते हैं। 
481	pos	इसमें उनके आर्ट डायरेक्टर अमित रे ने भरपूर सहयोग दिया है। 
482	neu	उन्होंने पीरियड को वर्तमान संदर्भ दिया है, लेकिन उसकी वजह से तत्कालीन परिस्थितियों के चित्रण में फांक रह गई है। 
483	pos	उन्नीसवीं सदी की मुंबई की बोली और माहौल रचने में भी फिल्म की टीम की मेहनत सराहनीय है। 
484	pos	कलाकारों में आयुष्मान खुराना ने शिवकर तलपड़े की चंचलता और सनकी मिजाज को पकडऩे की अच्छी कोशिश की है। 
485	neu	कहीं-कहीं वे किरदार से बाहर निकल जाते हैं। 
486	neg	शास्त्री के रूप में मिथुन चक्रवर्ती कृत्रिम और बनावटी लगते हैं। 
487	neu	पीरियड फिल्म में उनका उच्चारण और लहजा आड़े आ जाता है। 
488	neu	पल्लवी शारदा कुशल नृत्यांगना हैं। 
489	neu	उनके अभिनय के बारे में यही बात नहीं कही जा सकती। 
490	pos	बाल कलाकार नमन जैन प्रभावित करते हैं। 
491	pos	उनकी मासूमियत और संलग्नता प्रशंसनीय है।
492	neg	'हवाईजादा' में गीतों के अत्यधिक उपयोग से कथा की गति बाधित होती है।
493	neu	नायक के समाज प्रेम और प्रयोग का द्वंद्व चलता रहता है।  
494	neu	शिमित अमीन की 'अब तक छप्पन' 2004 में आई थी। 
495	neu	उस फिल्म में नाना पाटेकर ने साधु आगाशे की भूमिका निभाई थी। 
496	pos	उन्होंने अभिनय में यथार्थ लाने की सफल कोशिश की। 
497	neu	अभिनय का रियलिरूट तरीका अब सूक्ष्म और सरल हो गया है। 
498	neu	नाना को अगली पीढ़ी के अभिनेताओं में इरफान खान, मनोज बाजपेयी और नवाजुद्दीन सिद्दीकी को देखने की जरूरत है। 
499	neu	ये तीनों हिंदी सिनेमा में अभिनय के तीन भिन्न आयाम हैं। '
500	neu	अब तक छप्पन 2' में सिर्फ नाना ही नहीं बाकी सारे अभिनेता भी नाना जमाने की एक्टिंग कर रहे हैं। 
501	neu	यहां तक की गुल पनाग भी इस प्रभाव से नहीं बच पाई हैं। 
502	neu	फिल्म की घटनाओं का अनुमान पहले से हो जाता है। 
503	neg	नाना के होने के बावजूद फिल्म निराश करती है।
504	neu	स्थितियां बदल चुकी हैं। 
505	neu	मुंबई के माहौल में अंडरवर्ल्ड और एनकाउंटर अब सुर्खियों के शब्द नहीं हैं। 
506	neu	फिल्मों के साथ समाज ने भी भ्रष्ट नेताओं को एक्सपोज किया है। 
507	neu	भ्रष्टाचार के मामले में बड़े नेता, बिजनेश मैन और समाज के कथित सम्मानित व्यक्ति जेल की सजा काट रहे हैं। 
508	neu	उनके खिलाफ मुकदमे चल रहे हैं। 
509	neg	इस पृष्ठभूमि में आई 'अब तक छप्पन 2' अप्रासंगिक और बचकाना प्रयास लगती है। 
510	neg	पटकथा और अभिनय में सामंजस्य नहीं है। 
511	neg	दोनों का ढीलापन दो घंटे से छोटी फिल्म में भी ऊब पैदा करता है।  
512	pos	मनीष गुप्ता की 'रहस्य' हत्या की गुत्थियों को सुलझाती फिल्म है, जिसमें कुछ कलाकारों ने बेहतरीन परफॉर्मेंस की हैं। 
513	pos	उन कलाकारों की अदाकारी और लंबे समय तक हत्या का रहस्य बनाए रखने में कामयाब निर्देशक की सूझ-बूझ से फिल्म में रोचकता बनी रहती है। 
514	neu	अगर पटकथा और चुस्त रहती तो यह फिल्म 'किसने की होगी हत्या' जोनर की सफल फिल्म होती।
515	neu	लंबे समय के बाद आशीष विद्यार्थी हिंदी सिनेमा के पर्दे पर आए हैं। 
516	neu	समर्थ अभिनेता अपनी मौजूदगी के लिए संवादों का मोहताज नहीं होता। 
517	neu	ऐसा लगता है कि फिल्म सीमित बजट में जल्दबाजी में बनाई गई है। 
518	neg	दृश्यों की तारतम्यता अनेक जगहों पर टूटती है। 
519	neg	कुछ दृश्यों के बाद उनमें दोहराव आने लगता है।
