ID	Polarity	Text
186	pos	जैसे ही आप विवोबुक को बॉक्स से निकालेंगे, आप आश्चर्य में पड़ जायेंगे की इसकी बनावट कितनी अच्छी है. 
187	neu	इसका कवर परंपरागत ब्रश्ड मेटल फिनिश में है, जिसे हमने काफी अधिक कीमत वाले आसुस अल्ट्राबुक्स में देखा था. 
188	neu	यही ब्रश्ड मेटल फिनिश पूरे चेसिस पर भी है. 
189	pos	इस लैपटॉप में यह फिनिश देना काफी स्वागतयोग्य है.
190	pos	कवर खोलने पर इसका साफ़-सुथरा कीबोर्ड काफी आकर्षक दिखाई देता है. 
191	con	हालाँकि इसका टचपैड सामान्य नोटबुक्स जैसा बड़ा तो नहीं है, लेकिन इस लैपटॉप के आकार के हिसाब से ये काफी बड़ा है. 
192	pos	जगह के हिसाब से की-स्पेसिंग बहुत अच्छी है और इसमें सबसे अच्छी बात टाइपिंग के समय इसका सर्वोत्तम ट्रेवल और तेज़ की रिस्पोंस है. 
193	neu	शिफ्ट, एंटर और बैकस्पेस की बिलकुल उसी ज़गह हैं, जिसके हम अभ्यस्त हैं, और इनके स्थान से कोई छेड़-छाड़ नहीं की गयी है.
194	neu	विवोबुक एफ202ई के टचपैड के आकार ने हमें थोडा आश्चर्य में डाला, इसका आकार हमारी उम्मीद से कही ज्यादा बड़ा है. 
195	pos	हमने इसे इस्तेमाल करने में काफी आरामदेह पाया. 
196	neu	विवोबुक के पतले डिज़ाइन के कारण इसमें ऑप्टिकल ड्राइव देना संभव नहीं था. 
197	pos	और इसलिए एक अच्छा कीबोर्ड और टचपैड काफी मददगार साबित होता है. 
198	neg	इसके डिस्प्ले में सिर्फ एक कमी है, और वो है इसका रिफ्लेक्टिव होना. 
199	neg	इससे देखने में कुछ असुविधा होती है, साथ ही टचस्क्रीन इस्तेमाल करने पर स्क्रीन पर उंगलियों के निशान साफ़ देखे जा सकते हैं और उन्हें साफ़ करने की ज़रूरत होती है. 
200	neu	विवोबुक एफ202ई में 1.8गीगाहर्ट्ज़ इंटेल कोर आई3-3217यू प्रोसेसर के साथ 4जीबी रैम है. 
201	pos	हमें ख़ुशी है कि इस लैपटॉप में रैम पर्याप्त मात्रा में दिया गया है. 
202	pos	इसमें बहुत सीमित प्रीलोडेड सॉफ्टवेर दिए गए हैं जिससे मशीन बोझिल नहीं होती.
203	pos	सामान्य कामकाज में इसका परफॉरमेंस काफी अच्छा है. 
204	pos	एप्स काफी तेज़ी से खुलते हैं और बहुत सी स्थितियों में इसके खुलने में समय नहीं लगता है. 
205	pos	बेंचमार्क टेस्ट में विवोबुक एफ202ई ने मुश्किल स्थितियों में भी बहुत अच्छा प्रदर्शन किया, ना तो कोई एप्लीकेशन क्रैश हुआ और ना ही धीमा हुआ, जबकि कुछ महंगी मशीनों में भी ऐसा हो जाता है. 
206	neu	बैटरी बेंचमार्क टेस्ट में विवोबुक एफ202ई की बैटरी लाइफ 148 मिनट रही. 
207	con	हलांकि इसे बहुत अच्छा नहीं कहा जा सकता, लेकिन रोजाना के सामान्य कामकाज की स्थितियों में ये 4 घंटे तक आसानी से चल सकती है, जो कि एक अच्छी बात है.
208	pos	इसका कीबोर्ड और टचपैड भी काफी अच्छा है और इस पर टाइप करना बहुत आसान है. 
209	pos	इसका पोर्टेबल और कॉम्पैक्ट आकार काफी आकर्षक है. 
210	pos	इस चारों क्रोमबुक्स में एक चिकलेट की-बोर्ड है, और यह इस्तेमाल करने में बहुत ही आसान है.
211	pos	इन चारों क्रोमबुक्स के डिस्प्ले की अगर बात करें तो यह 10-11-इंच के तो हैं ही साथ ही यह IPS डिस्प्ले हैं जिनमें आपको बढ़िया व्युविंग एंगल्स मिल रहे हैं. 
212	neg	 हमारे देश में कनेक्टिविटी आज भी एक बड़ी समस्या है, वहां इस तरह के डिवाइस कम ही चलते हैं. 
213		
214	neu	इसमें एएमडी प्रोसेसर है, 500 जीबी हार्ड डिस्क औ जीबी रैम।
215	pos	इस लैपटाप को अल्ट्राबुक का लुक देने में तो लिनोवो को सफलता मिली है। 
216	neg	लेकिन इसका प्रोसेसर कमजोर है। 
217	neg	दिलचस्प बात है कि लगभग इसी कीमत में लिनोवो का एस400 माडल इंटल के कोर 3 प्रोसेसर के साथ मिल सकता है जो परफार्मेंस के मामले में बेहतर  है।
218	neg	फौरी तौर तो उपभोक्ता को लग सकता है कि इसकी स्पीड बहुत अच्छी है लेकिन प्रोसेसर बहुत मजबूत न होने से कई एप्लीकेशन्स एक साथ चलाने पर इसकी गति धीमी पड़ सकती है।
219	neg	इस लैपटाप की एक कमी यह है कि इसमें कोई आप्टिकल ड्राइव नहीं है। 
220	neu	इसके चलते फिल्म देखने के लिए इंटरनेट से साफ्टवेयर डाउनलोड करना होगा।  
221	neg	इसकी स्क्रीन 14 इंच की है और कैमरा भी अपेक्षाकृत काफी कमजोर है, केवल 0.3 मेगापिक्सल का। 
222	pos	लेकिन ग्राफिक्स की क्वालिटी काफी अच्छी हहै। 
223	neg	फोन में चार सेल की बैटरी है जो कुछ ही घंटे चल पाती है।
224	con	अगर आप छात्र यां गृहिणी हें जिसे  रोजाना कुछ देर लैपटाप पर अपनी जरुरत का छोटा मोटा काम यां नेट सर्फिंग करनी है तो इसे खरीदने में कोई हज़ नहीं, लेकिन कामकाजी व्यक्तियों के लिए यह बहुत उपयुक्त नहीं है। 
225	neg	इतनी  कीमत में यां  कुछ और पैसे डालकर इससे कहीं बेहतर लैपटाप मिल सकता है। #1
226
227	pos	इस लैपटाप की खासियत है इसकर एंटी-रिफलेक्टिव स्क्रीन ,मतलब यह कि इस पर काम करते हुए आंखों पर बहुत ज्यादा जोर नहीं पड़ेगा। 
228	pos	इसके अलावा 1366 गुणा 768 पिक्सल के रिजोल्यूशन के साथ हाइ डेफिनेशन एलईडी डिसप्ले बहुत अच्छा है। 
229	pos	फिल्में देखने अथावा वीडियो देखने का अनुभव इस लैपटाप पर काफी अच्छा है। 
230	pos	इसमें 500 जीबी की हार्ड डिस्क और दो जीबी रैम है जो 2.30 गीगाहर्टज इंटेल पेंटियम प्रोसेसर के साथ  काम करने की स्पीड को बेहतर बनाता है। 
231	neu	एक साथ कई एप्लीकेशन पर काम करने से भी इस लैपटाप की स्पीड पर बहुत ज्यादा असर नहीं पड़ता है। 
232	neu	इस लैपटाप की बैटरी 6 सेल की है और लगभग 3 घंटे चलती है। 
233	neu	सैमसंग इसमें डोस आपरेटिंग सिस्टम उपलब्ध करवा रहा है। 
234	neu	ट्रायल के तौर पर नोर्टन एंटी-वायरस  भी इसके साथ मिलेगा। 
235	neu	लैपटाप में 1.3 मेगापिक्सल का वेबकैम है और 3 इन वन कार्ड स्लाट भी।
236	pos	फिल्मों, गेमिंग और वीडियो को प्राथमिकता देने वालों के लिए यह अच्छा विकल्प हो सकता है। 
237	neg	बैटरी कुछ कमजोर होने के कारण कामकाजी लोगों को सफर के दौरान इसका इस्तेमाल करना असुविधाजनक लग सकता है। 
238	neu	इसमें विंडोज़  और अन्य लाइसेंसी साफ्टवेय लोड करवाने के लिए लगभग पांच हजार रुपये तो कम से कम अतिरिक्त खर्च करने ही पड़ेंगे। 
239	neu	इसलिए अगर चाहें तो 28 से 30 हजार रुपये के बीच मौजूद विकल्पों को भी तलाश लें क्योंकि अंत में जाकर इतनी ही लागत आपको इस लैपटाप की आएगी।
240	neu	यह हाल ही में लान्च हुए गूगल क्रोमबुक लेपटॉप्स का डेस्कटॉप वर्जन है जो विशेषतौर पर बिजनेसमेन्स के लिए बनाया गया है। 
241	neu	यह कंप्यूटर गूगल के क्रोम ऑपरेटिंग सिस्टम पर काम करता है। 
242	neu	यह कंप्यूटर फुल वीडियो कॉन्फ्रेंस सॉल्युशन के साथ-साथ फुल एचडी वीडियो कैमरा, कंबाइंड माइक्रोफोन, स्पीकर्स तथा रिमोट कंट्रोल के साथ अया है। 
243	neu	Asus Chromebox कंप्यूटर�आप वायरलैस तकनीक क तहत महज एक क्लिक से कॉन्फ्रेंस करने समेत तथा डॉक्यूमेंट्स शेयर कर सकते हैं।
244	neu	अपने सेगमेंट में यह लेपटॉप एपल मैकबुक एयर को चुनौति देने वाला है।
245	neu	13.3 इंच एलईडी ब्राइटव्यू टच डिस्पले स्क्रीन
246	neu	एस्युस ने इस पीसी को वीयाओ सीरीज के तहत उतारा है। 
247	pos	इनकी सबसे खास बात इनका कॉम्पेक्ट साइज में होना है, जिसके चलते ये वजन में हल्के हैं और इन्हें जेब में रखकर कहीं भी ले जाया जा सकता है।
248	pos	एस्युस वियाओ सीरीज के इस नए कंप्यूटर को चौथी जनरेशन के इंटेल कोर टीएम आई5 और आई अथवा सेलेरोन प्रोसेसर के साथ उतारा गया है, जिसके चलते इनकी परफोर्मेश शानदार है। 
249	pos	इसमें एक और खास बात ये है कि इन पीसी को किसी भी (डेस्कटॉप) मोनिटर से जोड़ा जा सकता है। 
250	pos	इनके द्वारा जारी की जानी वाली तस्वीरों का रेजोल्युशन 4के/यूएचडी है जो बहुत ही शानदार है।
251	neu	इन कंप्यूटर्स को पर्सनल और बिजनेस दोनों काम के लिए उपयोग में लिया जा सकता है। 
252	neu	कंप्यूटर चिप नाम से आया है
253	pos	चौंकाने वाली कीमत के आए इस कंप्यूटर का नाम और फीचर्स भी चौंकाने वाले हैं। 
254	neu	दुनिया के सबसे सस्ते कंप्यूटर में ब्लूटूथ, वाय-फाय जैसे सबकुछ फीचर्स है। 
255	neu	इसमें 1 गीगहर्त्ज प्रोसेसर, 512 एमबी रैम तथा 4जीबी इंटरनल स्टोरेज है।
256	neu	डेव बोर्ड जैसे दिखने वाले चिप कंप्यूटर पर फुल लाइनक्स डेस्कटॉप रन किया जा सकता है। 
257	pos	इतना ही नहीं बल्कि इस कंप्यूटर से वो सभी काम किए जा सकते हैं जो एक नॉर्मल कंप्यूटर पर किए जा सकते हैं। 
258		चिप कंप्यूटर की कीमत इतनी सस्ती होने के पीछे का कारण इसमें लगा सस्ता चाइनीज कोर है जो एक टेबलेट से लिया गया है। 
259	pos	इस Chip Computer में ऑलविनर एसओसी का इस्तेमाल किया गया है जो सस्ता होने के साथ-साथ पावरफुल भी है।
260
261	neu	यदि कोई यूजर इसमें वीजीए अथवा एचडीएमआई पोर्ट आदि लगवाना चाहता है उसे इसके लिए 10 डॉलर और 15 डॉलर अतिरिक्त देने होंगे। 
262	neu	इस कंप्यूटर को 40 डॉलर खर्च करके एक हैंडहेल्ड कंप्यूटर सिस्टम में बदला जा सकता है। 
263	neu	यह एक फुली फंक्शनल कंप्यूटर है जिसमें ब्लूटुथ, वाय-फाय तथा एचडीएमआई पोर्ट आदि सबकुछ है  
264	pos	सस्ती कीमत वाले गूगल क्रोमबुक लेपटॉप्स की जबरदस्त लोकप्रियता और बढ़ती मांग से माइक्रोसॉफ्ट के लेपटॉप्स की बिक्री में कमी आई है। 
265	neu	इसी के चलते माइक्रोसॉफ्ट अब लेपटॉप सेगमेंट में अपनी पकड़ वापस से मजबूत करने के चलते सस्ती कीमत में शानदार फीचर्स वाला नया लेपटॉप लेकर आ रही है जिसकी कीमत 9 से 10 हजार रूपए के बीच में होगी। 
266	con	हालांकि इस प्रोसेसर के चलते यह ज्यादा फास्ट नहीं होगा लेकिन पर्सनल यूज के लिए बेहतर माना जा रहा है।
267	neu	इसे विशेषकर भारतीय बाजार और शिक्षा के क्षेत्र में उपयोग को ध्यान में रखकर बनाया जा रहा है। 
268	pos	यह सस्ता लेपटॉप वेब सर्फिग और वर्ड प्रोसेसिंग जैसे कार्यो के लिए बेहतर विकल्प हो सकता है। 
269	pos	मैकबुक का यह नया आया संस्करण अब तक का सबसे पतला मैकबुक है जिसकी मोटाई महज 13.1 एमएम है। 
270	pos	यह दिखने में काफी आकर्षक लगता है।
271	pos	डेल ने भारत में दो नए ऎसे दमदार नोटबुक लॉन्च किए हैं जो शानदार परफोर्मेश वाले हैं। 
272	pos	ये दोनों ही लेपटॉप रगेड हैं जिसके चलते इन्हें बहुत खराब हालात या माहौल में भी इस्तेमाल किया जा सकता है। 
273	neu	डेल लैटिटयूड 14 की कीमत 2,29,999 रूपए और डेल लैटिटयूड 12 की कीमत 2,39,999 रूपए से शुरू होती है। । 
274	neu	दोनों ही नोटबुक्स में आई5 आई7 प्रोसेसर की च्वॉयस दी गई है। 
275	neu	रगेड परफोर्मेश वाले होने के साथ डेल के इन लैटिटयूड लेपटॉप्स में की स्क्रीन को फि्लप अपनी सहूलियत के अनुसार सेट किया जा सकता है। 
276	neu	इनमें नोटबुक में फ्लैश के साथ 8 एम बॉटम कैमरा है और एचडी वेबकैम दिया गया है। 
277	pos	इन कै मरों से आसानी से चैटिंग और दूसरे प्रोग्राम शूट किए जा सकते हैं।
278	pos	लेपटॉप और टेबलेट दोनों एकसाथ की लेने की इच्छा रखने वालों के लिए यह सबसे अच्छा मौका है। 
279	neu	स्वाइप अल्टीमेट विंडोज 8.1 ऑपरेटिंग सिस्टम पर काम करता है। 
280	neu	इसमें 10.1 इंच की एक्सडब्लूवीजीए मल्टी-टच आईपीएस डिस्पले स्क्रीन जीरो एयर गेप तकनीक के साथ दी गई है। 
281	neu	इसमें बेहतर परफोर्मेस के लिए इंटेल एटॉम जेड3735डी 1.83 गीगाहर्त्ज प्रोसेसर और 2जीबी की रैम दी गई है। 
282	neu	स्वाइप अल्टीमेट में 8 मेगापिक्सल कैमरा पीछे की तरफ और 2 एमपी कैमरा आगे की तरफ दिया गया है। 
283	pos	अगर आप 50,000 रूपये के आस-पास का लैपटॉप चाहते हैं, तो लेनोवो आइडियापैड जेड500 आपके लिए एक बेहतरीन विकल्प हो सकता है. 
284	pos	कुल मिलाकर इसकी परफॉरमेंस काफी अच्छी कही जा सकती है. 
285	pos	इस कीमत में उपलब्ध अन्य विकल्पों पर नज़र डालें तो इसका लुक और फील काफी बेहतर है. 
286	pos	स्लिम बनावट के साथ शानदार गेमिंग क्षमता इसे एक बेहतरीन लैपटॉप बनाती है.
287	con	वैसे तो कीबोर्ड में जगह काफी सुनियोजित है लेकिन इसके की पर बना हुआ ढलान इसे इस्तेमाल करने में थोडा मुश्किल कर देता है. 
288	neg	इससे स्पेलिंग में गलतियों की सम्भावना बढ़ जाती है और इससे अभ्यस्त होने में थोडा समय लग जाता है. 
289	neu	इसमें नंबर पैड अलग से दिया गया है. 
290	neu	इसमें काफी बड़ा टचपैड और हाथ रखने के लिए पर्याप्त ज़गह है.
291	neu	इसका डिस्प्ले हिन्ज़ काफी टाइट है और इस्तेमाल करने पर डिस्प्ले अपनी ज़गह से हिलता नहीं है.
292	pos	इसकी डिस्प्ले क्वालिटी काफी अच्छी है. 
293	pos	टेक्स्ट बहुत अच्छी तरह से दिखाई देते हैं और डिस्प्ले को ज़्यादातर कोणों से देखा जा सकता है. 
294	pos	इसका डिस्प्ले बहुत रिफ्लेक्टिव नहीं है जिससे इसे इस्तेमाल करना काफी आरामदेह रहता है.
295	pos	ग्राफ़िक्स बेंचमार्क टेस्ट में लेनोवो आइडियापैड जेड500 का परफॉरमेंस बेहद शानदार है. 
296	pos	इसमें एनवीडिया जीफ़ोर्स जीटी645एम ग्राफ़िक्स है और यह परफॉरमेंस में आइडियापैड जेड580 से काफी आगे है जिसमे एनवीडिया जीफ़ोर्स जीटी630एम ग्राफ़िक्स है. 
297	pos	यह ना सिर्फ जेड580 से आगे रहता है, बल्कि सारे ग्राफ़िक्स बेंचमार्क टेस्ट में ये अपने सभी प्रतिद्वंदियों को काफी पीछे छोड़ देता है. 
298	pos	ग्राफ़िक्स में जेड500 का प्रदर्शन लाज़वाब है और इस दृष्टिकोण से इसे एक बेहतरीन गेमिंग नोटबुक कहा जा सकता है.
299	pos	 बैटरी के परफॉरमेंस टेस्ट में लेनोवो आइडियापैड जेड580 सबसे आगे रहता है और इसका क्षमता 199 मिनट है. 
300	neu	आइडियापैड जेड500 का बैटरी परफॉरमेंस उतना अच्छा नहीं है और इसकी बैटरी 117 मिनट तक चलती है. 
301	pos	लेनोवो आइडियापैड जेड500 में बहुत सी अच्छी बातों का सम्मिश्रण है - अच्छी बनावट, स्लिम लुक, अच्छा डिस्प्ले, बहुत अच्छा परफॉरमेंस, शानदार गेमिंग क्षमता और उम्मीद से बेहतर बैटरी लाइफ. 
302	pos	लगभग 50,000 रूपये कीमत में आइडियापैड जेड500 एक ऐसा लैपटॉप है जिसे आपको अवश्य ध्यान में रखना चाहिए. 
303	pos	इस कीमत पर, बहुत सी अच्छी विशेषताओं के कारण ये लैपटॉप निश्चित रूप से एक बढ़िया विकल्प साबित होता है. 
304	pos	आसुस एफ202ई विवोबुक अपने काफी कॉम्पैक्ट साइज़ में बहुत अच्छा परफॉरमेंस देता है. 
305	neg	लेकिन इसका परफॉरमेंस कोर आई3 प्रोसेसर वाले एचपी पविलियन जी6-2227टीयू के जैसा तेज़ नहीं है. 
306	neu	इसका आकार काफी हद तक एक अल्ट्राबुक की तरह कॉम्पैक्ट है. 
307	pos	विवोबुक एफ202ई की बेहतरीन बनावट इसकी खास विशेषता है. 
308	pos	इसमें एक बहुत अच्छा कीबोर्ड भी दिया गया है. 
309	pos	यह उनके लिए एक बहुत अच्छा लैपटॉप है जो या तो  अपना पहला लैपटॉप खरीद रहे हों, या जिनके लिए पोर्टेबिलिटी काफी मायने रखती है.
310	pos	उम्मीद के मुताबिक 11.6-इंच डिस्प्ले साइज़ के हिसाब से विवोबुक एफ202ई काफी कॉम्पैक्ट है. 
311	pos	यह लैपटॉप पीछे की तरफ थोड़ा सा मोटा और आगे की तरफ थोड़ा पतला है, इससे कीबोर्ड थोडा ऊंचा  रहता है और जिससे टाइप करने में आराम रहता है. 
312	pos	जैसे ही आप विवोबुक को बॉक्स से निकालेंगे, आप आश्चर्य में पड़ जायेंगे की इसकी बनावट कितनी अच्छी है. 
313	neu	इसका कवर परंपरागत ब्रश्ड मेटल फिनिश में है, जिसे हमने काफी अधिक कीमत वाले आसुस अल्ट्राबुक्स में देखा था. 
314	neu	यही ब्रश्ड मेटल फिनिश पूरे चेसिस पर भी है. 
315	pos	इस लैपटॉप में यह फिनिश देना काफी स्वागतयोग्य है.
316	pos	 कवर खोलने पर इसका साफ़-सुथरा कीबोर्ड काफी आकर्षक दिखाई देता है. 
317	neu	इसका टचपैड भी काफी बड़ा है. 
318	neu	हालाँकि इसका टचपैड सामान्य नोटबुक्स जैसा बड़ा तो नहीं है, लेकिन इस लैपटॉप के आकार के हिसाब से ये काफी बड़ा है. 
319	neg	आमतौर पर 13-इंच से छोटे डिस्प्ले साइज़ वाले लैपटॉप्स में कीबोर्ड की क्वालिटी बहुत अच्छी नहीं होती. 
320	neu	थोड़े छोटे ज़रूर हैं, लेकिन इतने छोटे नहीं हैं की इनसे कोई परेशानी हो. 
321	pos	जगह के हिसाब से की-स्पेसिंग बहुत अच्छी है और इसमें सबसे अच्छी बात टाइपिंग के समय इसका सर्वोत्तम ट्रेवल और तेज़ की रिस्पोंस है. 
322	neu	शिफ्ट, एंटर और बैकस्पेस की बिलकुल उसी ज़गह हैं, जिसके हम अभ्यस्त हैं, और इनके स्थान से कोई छेड़-छाड़ नहीं की गयी है.
323	pos	विवोबुक एफ202ई के टचपैड के आकार ने हमें थोडा आश्चर्य में डाला, इसका आकार हमारी उम्मीद से कही ज्यादा बड़ा है. 
324	pos	हमने इसे इस्तेमाल करने में काफी आरामदेह पाया. 
325	neu	इसमें तीन यूएसबी पोर्ट और मेमोरी कार्ड रीडर के साथ फुल ईथरनेट पोर्ट और एचडीएमआई आउट दिया गया है 
326	pos	आसुस विवोबुक एफ202ई के 11.6-इंच डिस्प्ले साइज़ के कारण यह लैपटॉप काफी छोटा, हल्का और पोर्टेबल है. 
327	neu	इसका स्क्रीन रेजोल्यूशन 1366 x 768 है, जोकि इस कीमत में सामान्यतया होता है. 
328	pos	इसका टचस्क्रीन एक अतिरिक्त लाभ है, लेकिन एक नोटबुक में टचस्क्रीन के इस्तेमाल की बहुत कम ज़रूरत पड़ती है. 
329	pos	और इसलिए एक अच्छा कीबोर्ड और टचपैड काफी मददगार साबित होता है. 
330	pos	इसके डिस्प्ले में टेक्स्ट बहुत अच्छी तरह से दिखाई पड़ता है. 
331	pos	रंग काफी गहरे हैं और ब्लैक लेवल इस कीमत के रेंज में सर्वोत्तम में से एक है. 
332	neg	इसके डिस्प्ले में सिर्फ एक कमी है, और वो है इसका रिफ्लेक्टिव होना. 
333	neg	इससे देखने में कुछ असुविधा होती है, साथ ही टचस्क्रीन इस्तेमाल करने पर स्क्रीन पर उंगलियों के निशान साफ़ देखे जा सकते हैं और उन्हें साफ़ करने की ज़रूरत होती है. 
334	neu	विवोबुक एफ202ई में 1.8गीगाहर्ट्ज़ इंटेल कोर आई3-3217यू प्रोसेसर के साथ 4जीबी रैम है. 
335	pos	हमें ख़ुशी है कि इस लैपटॉप में रैम पर्याप्त मात्रा में दिया गया है. 
336	neu	कोर आई3 प्रोसेसर इस कीमत के रेंज में काफी स्टैण्डर्ड है और दूसरे विकल्प के रूप में एएमडी डुएल कोर और क्वाड कोर प्रोसेसर आते हैं. 
337	neu	इसमें एसएसडी नहीं है, लेकिन इसमें 500जीबी का हार्ड ड्राइव दिया गया है. 
338	pos	इसमें विंडोज 8 (64-बिट) ऑपरेटिंग सिस्टम है, लेकिन अच्छी बात ये है कि इसमें बहुत सीमित प्रीलोडेड सॉफ्टवेर दिए गए हैं जिससे मशीन बोझिल नहीं होती.
339	neu	विवोबुक एफ202ई में कोर आई3 प्रोसेसर होने की वज़ह से हम इससे कोई बहुत तेज़ परफॉरमेंस की उम्मीद नहीं करते थे. 
340	pos	सामान्य कामकाज में इसका परफॉरमेंस काफी अच्छा है. 
341	pos	इसका बूट टाइम अच्छा है और ये कोर आई3 वर्ज़न वाले एचपी पविलियन जी6 के स्तर का है. 
342	pos	एप्स काफी तेज़ी से खुलते हैं और बहुत सी स्थितियों में इसके खुलने में समय नहीं लगता है. 
343	neu	ऑफिस में इस्तेमाल की स्थिति में हमने इस पर क्रोम ब्राउज़र के बहुत से टैब्स खोले और कई माइक्रोसॉफ्ट वर्ड डॉक्यूमेंट और एक्सेल स्प्रेडशीट्स के साथ बैकग्राउंड में आइट्यून्स को भी चलाया, लेकिन हमें इसके परफॉरमेंस में कोई कमी नहीं दिखाई दिया.
344	pos	बेंचमार्क टेस्ट में विवोबुक एफ202ई ने मुश्किल स्थितियों में भी बहुत अच्छा प्रदर्शन किया, ना तो कोई एप्लीकेशन क्रैश हुआ और ना ही धीमा हुआ, जबकि कुछ महंगी मशीनों में भी ऐसा हो जाता है. 
345	neu	बैटरी बेंचमार्क टेस्ट में विवोबुक एफ202ई की बैटरी लाइफ 148 मिनट रही. 
346	con	हलांकि इसे बहुत अच्छा नहीं कहा जा सकता, लेकिन रोजाना के सामान्य कामकाज की स्थितियों में ये 4 घंटे तक आसानी से चल सकती है, जो कि एक अच्छी बात है.
347	pos	इसका कीबोर्ड और टचपैड भी काफी अच्छा है और इस पर टाइप करना बहुत आसान है. 
348	pos	इसका पोर्टेबल और कॉम्पैक्ट आकार काफी आकर्षक है. 
349	pos	विवोबुक एफ202ई की कीमत के रेंज में आपको 13-इंच और 15-इंच के बहुत से लैपटॉप मिल सकते हैं, लेकिन अगर आपकी प्राथमिकता एक अच्छी बनावट वाला पोर्टेबल लैपटॉप है, तो एफ202ई एक बेहतरीन विकल्प है.
350	pos	इस चारों क्रोमबुक्स में एक चिकलेट की-बोर्ड है, और यह इस्तेमाल करने में बहुत ही आसान है.
351	pos	इन चारों क्रोमबुक्स के डिस्प्ले की अगर बात करें तो यह 10-11-इंच के तो हैं ही साथ ही यह IPS डिस्प्ले हैं जिनमें आपको बढ़िया व्युविंग एंगल्स मिल रहे हैं. 
352	neu	अगर बजट डिवाइस के तौर पर इन्हें देखें तो इनके डिस्प्ले में कोई कमी नहीं बताई जा सकती है.
353	pos	यह काफी मज़बूत और भारी है. 
354	neu	इसमें एएमडी प्रोसेसर है, 500 जीबी हार्ड डिस्क औ जीबी रैम।
355	pos	इस लैपटाप को अल्ट्राबुक का लुक देने में तो लिनोवो को सफलता मिली है। 
356	neg	लेकिन इसका प्रोसेसर कमजोर है। 
357	neg	दिलचस्प बात है कि लगभग इसी कीमत में लिनोवो का एस400 माडल इंटल के कोर 3 प्रोसेसर के साथ मिल सकता है जो परफार्मेंस के मामले में बेहतर  है।
358	neg	इस लैपटाप की एक कमी यह है कि इसमें कोई आप्टिकल ड्राइव नहीं है। 
359	neg	इसकी स्क्रीन 14 इंच की है और कैमरा भी अपेक्षाकृत काफी कमजोर है, केवल 0.3 मेगापिक्सल का। 
360	pos	लेकिन ग्राफिक्स की क्वालिटी काफी अच्छी है। 
361	neu	सिल्वर ग्रे रंग में उपलब्ध इस लैपटाप की एक साल की वारंटी है। 
362	neu	फोन में चार सेल की बैटरी है जो कुछ ही घंटे चल पाती है।
363	con	अगर आप छात्र यां गृहिणी हें जिसे  रोजाना कुछ देर लैपटाप पर अपनी जरुरत का छोटा मोटा काम यां नेट सर्फिंग करनी है तो इसे खरीदने में कोई हज़ नहीं, लेकिन कामकाजी व्यक्तियों के लिए यह बहुत उपयुक्त नहीं है। 
364	neg	इतनी  कीमत में यां  कुछ और पैसे डालकर इससे कहीं बेहतर लैपटाप मिल सकता है। 
365	pos	इस लैपटाप की खासियत है इसकर एंटी-रिफलेक्टिव स्क्रीन ,मतलब यह कि इस पर काम करते हुए आंखों पर बहुत ज्यादा जोर नहीं पड़ेगा। 
366	pos	इसके अलावा 1366 गुणा 768 पिक्सल के रिजोल्यूशन के साथ हाइ डेफिनेशन एलईडी डिसप्ले बहुत अच्छा है। 
367	pos	फिल्में देखने अथावा वीडियो देखने का अनुभव इस लैपटाप पर काफी अच्छा है। 
368	pos	इसमें 500 जीबी की हार्ड डिस्क और दो जीबी रैम है जो 2.30 गीगाहर्टज इंटेल पेंटियम प्रोसेसर के साथ  काम करने की स्पीड को बेहतर बनाता है। 
369	neu	एक साथ कई एप्लीकेशन पर काम करने से भी इस लैपटाप की स्पीड पर बहुत ज्यादा असर नहीं पड़ता है। 
370	neu	लैपटाप में 1.3 मेगापिक्सल का वेबकैम है और 3 इन वन कार्ड स्लाट भी।
371	pos	फिल्मों, गेमिंग और वीडियो को प्राथमिकता देने वालों के लिए यह अच्छा विकल्प हो सकता है। 
372	neg	बैटरी कुछ कमजोर होने के कारण कामकाजी लोगों को सफर के दौरान इसका इस्तेमाल करना असुविधाजनक लग सकता है। 
373	neu	इसमें विंडोज़  और अन्य लाइसेंसी साफ्टवेय लोड करवाने के लिए लगभग पांच हजार रुपये तो कम से कम अतिरिक्त खर्च करने ही पड़ेंगे। 
374	neu	यह कंप्यूटर गूगल के क्रोम ऑपरेटिंग सिस्टम पर काम करता है। 
375	neu	यह कंप्यूटर फुल वीडियो कॉन्फ्रेंस सॉल्युशन के साथ-साथ फुल एचडी वीडियो कैमरा, कंबाइंड माइक्रोफोन, स्पीकर्स तथा रिमोट कंट्रोल के साथ अया है। 
376	pos	Asus Chromebox कंप्यूटर�आप वायरलैस तकनीक क तहत महज एक क्लिक से कॉन्फ्रेंस करने समेत तथा डॉक्यूमेंट्स शेयर कर सकते हैं।
377	pos	इनकी सबसे खास बात इनका कॉम्पेक्ट साइज में होना है, जिसके चलते ये वजन में हल्के हैं और इन्हें जेब में रखकर कहीं भी ले जाया जा सकता है।
378	pos	एस्युस वियाओ सीरीज के इस नए कंप्यूटर को चौथी जनरेशन के इंटेल कोर टीएम आई5 और आई अथवा सेलेरोन प्रोसेसर के साथ उतारा गया है, जिसके चलते इनकी परफोर्मेश शानदार है। 
379	pos	इसमें एक और खास बात ये है कि इन पीसी को किसी भी (डेस्कटॉप) मोनिटर से जोड़ा जा सकता है। 
