स्पाइस	0	6	स	स्	स्प	स	इस	ाइस	0	स	्	प	ा	इ	स्	्प	पा	ाइ	इस	स्प	्पा	पाइ	ाइस	इस_	स्पा	्पाइ	पाइस	ाइस_	इस__	स्पाइ	्पाइस	पाइस_	ाइस__	इस___	NULL	NULL	स्टेलर	होराइजोन	0
विडियो	0	6	व	वि	विड	ो	यो	ियो	1	व	ि	ड	ि	य	वि	िड	डि	िय	यो	विड	िडि	डिय	ियो	यो_	विडि	िडिय	डियो	ियो_	यो__	विडिय	िडियो	डियो_	ियो__	यो___	इससे	बढ़िया	कॉलिंग	का	B_ASP
कॉलिंग	0	6	क	कॉ	कॉल	ग	ंग	िंग	1	क	ॉ	ल	ि	ं	कॉ	ॉल	लि	िं	ंग	कॉल	ॉलि	लिं	िंग	ंग_	कॉलि	ॉलिं	लिंग	िंग_	ंग__	कॉलिं	ॉलिंग	लिंग_	िंग__	ंग___	बढ़िया	विडियो	का	भी	I_ASP
का	1	2	क	का	NULL	ा	का	NULL	1	क	ा	_	_	_	का	ा_	__	__	__	का_	ा__	___	___	___	का__	ा___	____	____	____	का___	ा____	_____	_____	_____	विडियो	कॉलिंग	भी	लाभ	0
भी	0	2	भ	भी	NULL	ी	भी	NULL	0	भ	ी	_	_	_	भी	ी_	__	__	__	भी_	ी__	___	___	___	भी__	ी___	____	____	____	भी___	ी____	_____	_____	_____	कॉलिंग	का	लाभ	उठा	0
लाभ	0	3	ल	ला	लाभ	भ	ाभ	लाभ	0	ल	ा	भ	_	_	ला	ाभ	भ_	__	__	लाभ	ाभ_	भ__	___	___	लाभ_	ाभ__	भ___	____	____	लाभ__	ाभ___	भ____	_____	_____	का	भी	उठा	सकते	0
उठा	0	3	उ	उठ	उठा	ा	ठा	उठा	0	उ	ठ	ा	_	_	उठ	ठा	ा_	__	__	उठा	ठा_	ा__	___	___	उठा_	ठा__	ा___	____	____	उठा__	ठा___	ा____	_____	_____	भी	लाभ	सकते	हैं.	0
सकते	1	4	स	सक	सकत	े	ते	कते	0	स	क	त	े	_	सक	कत	ते	े_	__	सकत	कते	ते_	े__	___	सकते	कते_	ते__	े___	____	सकते_	कते__	ते___	े____	_____	लाभ	उठा	हैं.	NULL	0
हैं.	0	4	ह	है	हैं	.	ं.	ैं.	0	ह	ै	ं	.	_	है	ैं	ं.	._	__	हैं	ैं.	ं._	.__	___	हैं.	ैं._	ं.__	.___	____	हैं._	ैं.__	ं.___	.____	_____	उठा	सकते	NULL	NULL	0
EOL
बेहतर	0	5	ब	बे	बेह	र	तर	हतर	0	ब	े	ह	त	र	बे	ेह	हत	तर	र_	बेह	ेहत	हतर	तर_	र__	बेहत	ेहतर	हतर_	तर__	र___	बेहतर	ेहतर_	हतर__	तर___	र____	NULL	NULL	परफार्मेश	के	0
परफार्मेश	0	9	प	पर	परफ	श	ेश	मेश	0	प	र	फ	ा	र	पर	रफ	फा	ार	र्	परफ	रफा	फार	ार्	र्म	परफा	रफार	फार्	ार्म	र्मे	परफार	रफार्	फार्म	ार्मे	र्मेश	NULL	बेहतर	के	लिए	0
के	1	2	क	के	NULL	े	के	NULL	0	क	े	_	_	_	के	े_	__	__	__	के_	े__	___	___	___	के__	े___	____	____	____	के___	े____	_____	_____	_____	बेहतर	परफार्मेश	लिए	इसमें	0
लिए	1	3	ल	लि	लिए	ए	िए	लिए	0	ल	ि	ए	_	_	लि	िए	ए_	__	__	लिए	िए_	ए__	___	___	लिए_	िए__	ए___	____	____	लिए__	िए___	ए____	_____	_____	परफार्मेश	के	इसमें	1.3	0
इसमें	1	5	इ	इस	इसम	ं	ें	में	0	इ	स	म	े	ं	इस	सम	मे	ें	ं_	इसम	समे	में	ें_	ं__	इसमे	समें	में_	ें__	ं___	इसमें	समें_	में__	ें___	ं____	के	लिए	1.3	गीगाहर्त्ज	0
1.3	0	3	1	1.	1.3	3	.3	1.3	0	1	.	3	_	_	1.	.3	3_	__	__	1.3	.3_	3__	___	___	1.3_	.3__	3___	____	____	1.3__	.3___	3____	_____	_____	लिए	इसमें	गीगाहर्त्ज	इंटेल	B_ASP
गीगाहर्त्ज	0	10	ग	गी	गीग	ज	्ज	त्ज	0	ग	ी	ग	ा	ह	गी	ीग	गा	ाह	हर	गीग	ीगा	गाह	ाहर	हर्	गीगा	ीगाह	गाहर	ाहर्	हर्त	गीगाह	ीगाहर	गाहर्	ाहर्त	हर्त्	इसमें	1.3	इंटेल	एटॉम	I_ASP
इंटेल	0	5	इ	इं	इंट	ल	ेल	टेल	0	इ	ं	ट	े	ल	इं	ंट	टे	ेल	ल_	इंट	ंटे	टेल	ेल_	ल__	इंटे	ंटेल	टेल_	ेल__	ल___	इंटेल	ंटेल_	टेल__	ेल___	ल____	1.3	गीगाहर्त्ज	एटॉम	क्वॉडकोर	I_ASP
एटॉम	0	4	ए	एट	एटॉ	म	ॉम	टॉम	0	ए	ट	ॉ	म	_	एट	टॉ	ॉम	म_	__	एटॉ	टॉम	ॉम_	म__	___	एटॉम	टॉम_	ॉम__	म___	____	एटॉम_	टॉम__	ॉम___	म____	_____	गीगाहर्त्ज	इंटेल	क्वॉडकोर	प्रोसेसर	I_ASP
क्वॉडकोर	0	8	क	क्	क्व	र	ोर	कोर	0	क	्	व	ॉ	ड	क्	्व	वॉ	ॉड	डक	क्व	्वॉ	वॉड	ॉडक	डको	क्वॉ	्वॉड	वॉडक	ॉडको	डकोर	क्वॉड	्वॉडक	वॉडको	ॉडकोर	डकोर_	इंटेल	एटॉम	प्रोसेसर	2जीबी	I_ASP
प्रोसेसर	0	8	प	प्	प्र	र	सर	ेसर	1	प	्	र	ो	स	प्	्र	रो	ोस	से	प्र	्रो	रोस	ोसे	सेस	प्रो	्रोस	रोसे	ोसेस	सेसर	प्रोस	्रोसे	रोसेस	ोसेसर	सेसर_	एटॉम	क्वॉडकोर	2जीबी	रैम	0
2जीबी	0	5	2	2ज	2जी	ी	बी	ीबी	0	2	ज	ी	ब	ी	2ज	जी	ीब	बी	ी_	2जी	जीब	ीबी	बी_	ी__	2जीब	जीबी	ीबी_	बी__	ी___	2जीबी	जीबी_	ीबी__	बी___	ी____	क्वॉडकोर	प्रोसेसर	रैम	तथा	I_ASP
रैम	0	3	र	रै	रैम	म	ैम	रैम	1	र	ै	म	_	_	रै	ैम	म_	__	__	रैम	ैम_	म__	___	___	रैम_	ैम__	म___	____	____	रैम__	ैम___	म____	_____	_____	प्रोसेसर	2जीबी	तथा	16	I_ASP
तथा	0	3	त	तथ	तथा	ा	था	तथा	0	त	थ	ा	_	_	तथ	था	ा_	__	__	तथा	था_	ा__	___	___	तथा_	था__	ा___	____	____	तथा__	था___	ा____	_____	_____	2जीबी	रैम	16	जीबी	I_ASP
16	0	2	1	16	NULL	6	16	NULL	0	1	6	_	_	_	16	6_	__	__	__	16_	6__	___	___	___	16__	6___	____	____	____	16___	6____	_____	_____	_____	रैम	तथा	जीबी	इंटरनल	I_ASP
जीबी	0	4	ज	जी	जीब	ी	बी	ीबी	0	ज	ी	ब	ी	_	जी	ीब	बी	ी_	__	जीब	ीबी	बी_	ी__	___	जीबी	ीबी_	बी__	ी___	____	जीबी_	ीबी__	बी___	ी____	_____	तथा	16	इंटरनल	मेमोरी	I_ASP
इंटरनल	0	6	इ	इं	इंट	ल	नल	रनल	1	इ	ं	ट	र	न	इं	ंट	टर	रन	नल	इंट	ंटर	टरन	रनल	नल_	इंटर	ंटरन	टरनल	रनल_	नल__	इंटरन	ंटरनल	टरनल_	रनल__	नल___	16	जीबी	मेमोरी	दिए	I_ASP
मेमोरी	0	6	म	मे	मेम	ी	री	ोरी	1	म	े	म	ो	र	मे	ेम	मो	ोर	री	मेम	ेमो	मोर	ोरी	री_	मेमो	ेमोर	मोरी	ोरी_	री__	मेमोर	ेमोरी	मोरी_	ोरी__	री___	जीबी	इंटरनल	दिए	गए	I_ASP
दिए	0	3	द	दि	दिए	ए	िए	दिए	0	द	ि	ए	_	_	दि	िए	ए_	__	__	दिए	िए_	ए__	___	___	दिए_	िए__	ए___	____	____	दिए__	िए___	ए____	_____	_____	इंटरनल	मेमोरी	गए	हैं	0
गए	0	2	ग	गए	NULL	ए	गए	NULL	0	ग	ए	_	_	_	गए	ए_	__	__	__	गए_	ए__	___	___	___	गए__	ए___	____	____	____	गए___	ए____	_____	_____	_____	मेमोरी	दिए	हैं	NULL	0
हैं	1	3	ह	है	हैं	ं	ैं	हैं	0	ह	ै	ं	_	_	है	ैं	ं_	__	__	हैं	ैं_	ं__	___	___	हैं_	ैं__	ं___	____	____	हैं__	ैं___	ं____	_____	_____	दिए	गए	NULL	NULL	0
EOL
यह	1	2	य	यह	NULL	ह	यह	NULL	0	य	ह	_	_	_	यह	ह_	__	__	__	यह_	ह__	___	___	___	यह__	ह___	____	____	____	यह___	ह____	_____	_____	_____	NULL	NULL	टैबलेट	1.2	0
टैबलेट	0	6	ट	टै	टैब	ट	ेट	लेट	0	ट	ै	ब	ल	े	टै	ैब	बल	ले	ेट	टैब	ैबल	बले	लेट	ेट_	टैबल	ैबले	बलेट	लेट_	ेट__	टैबले	ैबलेट	बलेट_	लेट__	ेट___	NULL	यह	1.2	GHz	0
1.2	0	3	1	1.	1.2	2	.2	1.2	0	1	.	2	_	_	1.	.2	2_	__	__	1.2	.2_	2__	___	___	1.2_	.2__	2___	____	____	1.2__	.2___	2____	_____	_____	यह	टैबलेट	GHz	प्रोसेसर	B_ASP
GHz	0	3	G	GH	GHz	z	Hz	GHz	0	G	H	z	_	_	GH	Hz	z_	__	__	GHz	Hz_	z__	___	___	GHz_	Hz__	z___	____	____	GHz__	Hz___	z____	_____	_____	टैबलेट	1.2	प्रोसेसर	के	I_ASP
प्रोसेसर	0	8	प	प्	प्र	र	सर	ेसर	1	प	्	र	ो	स	प्	्र	रो	ोस	से	प्र	्रो	रोस	ोसे	सेस	प्रो	्रोस	रोसे	ोसेस	सेसर	प्रोस	्रोसे	रोसेस	ोसेसर	सेसर_	1.2	GHz	के	साथ	I_ASP
के	1	2	क	के	NULL	े	के	NULL	0	क	े	_	_	_	के	े_	__	__	__	के_	े__	___	___	___	के__	े___	____	____	____	के___	े____	_____	_____	_____	GHz	प्रोसेसर	साथ	आता	0
साथ	1	3	स	सा	साथ	थ	ाथ	साथ	0	स	ा	थ	_	_	सा	ाथ	थ_	__	__	साथ	ाथ_	थ__	___	___	साथ_	ाथ__	थ___	____	____	साथ__	ाथ___	थ____	_____	_____	प्रोसेसर	के	आता	है	0
आता	0	3	आ	आत	आता	ा	ता	आता	0	आ	त	ा	_	_	आत	ता	ा_	__	__	आता	ता_	ा__	___	___	आता_	ता__	ा___	____	____	आता__	ता___	ा____	_____	_____	के	साथ	है	और	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	साथ	आता	और	इसमें	0
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	आता	है	इसमें	512	0
इसमें	1	5	इ	इस	इसम	ं	ें	में	0	इ	स	म	े	ं	इस	सम	मे	ें	ं_	इसम	समे	में	ें_	ं__	इसमे	समें	में_	ें__	ं___	इसमें	समें_	में__	ें___	ं____	है	और	512	MB	0
512	0	3	5	51	512	2	12	512	0	5	1	2	_	_	51	12	2_	__	__	512	12_	2__	___	___	512_	12__	2___	____	____	512__	12___	2____	_____	_____	और	इसमें	MB	डीडीआर3	B_ASP
MB	0	2	M	MB	NULL	B	MB	NULL	0	M	B	_	_	_	MB	B_	__	__	__	MB_	B__	___	___	___	MB__	B___	____	____	____	MB___	B____	_____	_____	_____	इसमें	512	डीडीआर3	रैम	I_ASP
डीडीआर3	0	7	ड	डी	डीड	3	र3	आर3	0	ड	ी	ड	ी	आ	डी	ीड	डी	ीआ	आर	डीड	ीडी	डीआ	ीआर	आर3	डीडी	ीडीआ	डीआर	ीआर3	आर3_	डीडीआ	ीडीआर	डीआर3	ीआर3_	आर3__	512	MB	रैम	और	I_ASP
रैम	0	3	र	रै	रैम	म	ैम	रैम	1	र	ै	म	_	_	रै	ैम	म_	__	__	रैम	ैम_	म__	___	___	रैम_	ैम__	म___	____	____	रैम__	ैम___	म____	_____	_____	MB	डीडीआर3	और	डुअल	I_ASP
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	डीडीआर3	रैम	डुअल	माली	I_ASP
डुअल	0	4	ड	डु	डुअ	ल	अल	ुअल	0	ड	ु	अ	ल	_	डु	ुअ	अल	ल_	__	डुअ	ुअल	अल_	ल__	___	डुअल	ुअल_	अल__	ल___	____	डुअल_	ुअल__	अल___	ल____	_____	रैम	और	माली	400	I_ASP
माली	0	4	म	मा	माल	ी	ली	ाली	0	म	ा	ल	ी	_	मा	ाल	ली	ी_	__	माल	ाली	ली_	ी__	___	माली	ाली_	ली__	ी___	____	माली_	ाली__	ली___	ी____	_____	और	डुअल	400	एमपी	I_ASP
400	0	3	4	40	400	0	00	400	0	4	0	0	_	_	40	00	0_	__	__	400	00_	0__	___	___	400_	00__	0___	____	____	400__	00___	0____	_____	_____	डुअल	माली	एमपी	है	I_ASP
एमपी	0	4	ए	एम	एमप	ी	पी	मपी	0	ए	म	प	ी	_	एम	मप	पी	ी_	__	एमप	मपी	पी_	ी__	___	एमपी	मपी_	पी__	ी___	____	एमपी_	मपी__	पी___	ी____	_____	माली	400	है	NULL	I_ASP
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	400	एमपी	NULL	NULL	0
EOL
हाथी	0	4	ह	हा	हाथ	ी	थी	ाथी	0	ह	ा	थ	ी	_	हा	ाथ	थी	ी_	__	हाथ	ाथी	थी_	ी__	___	हाथी	ाथी_	थी__	ी___	____	हाथी_	ाथी__	थी___	ी____	_____	NULL	NULL	पर	बैठकर	B_ASP
पर	1	2	प	पर	NULL	र	पर	NULL	0	प	र	_	_	_	पर	र_	__	__	__	पर_	र__	___	___	___	पर__	र___	____	____	____	पर___	र____	_____	_____	_____	NULL	हाथी	बैठकर	पार्क	I_ASP
बैठकर	0	5	ब	बै	बैठ	र	कर	ठकर	0	ब	ै	ठ	क	र	बै	ैठ	ठक	कर	र_	बैठ	ैठक	ठकर	कर_	र__	बैठक	ैठकर	ठकर_	कर__	र___	बैठकर	ैठकर_	ठकर__	कर___	र____	हाथी	पर	पार्क	की	I_ASP
पार्क	0	5	प	पा	पार	क	्क	र्क	0	प	ा	र	्	क	पा	ार	र्	्क	क_	पार	ार्	र्क	्क_	क__	पार्	ार्क	र्क_	्क__	क___	पार्क	ार्क_	र्क__	्क___	क____	पर	बैठकर	की	सैर	I_ASP
की	1	2	क	की	NULL	ी	की	NULL	0	क	ी	_	_	_	की	ी_	__	__	__	की_	ी__	___	___	___	की__	ी___	____	____	____	की___	ी____	_____	_____	_____	बैठकर	पार्क	सैर	और	I_ASP
सैर	0	3	स	सै	सैर	र	ैर	सैर	0	स	ै	र	_	_	सै	ैर	र_	__	__	सैर	ैर_	र__	___	___	सैर_	ैर__	र___	____	____	सैर__	ैर___	र____	_____	_____	पार्क	की	और	जंगली	I_ASP
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	की	सैर	जंगली	जानवरों	0
जंगली	0	5	ज	जं	जंग	ी	ली	गली	0	ज	ं	ग	ल	ी	जं	ंग	गल	ली	ी_	जंग	ंगल	गली	ली_	ी__	जंगल	ंगली	गली_	ली__	ी___	जंगली	ंगली_	गली__	ली___	ी____	सैर	और	जानवरों	को	B_ASP
जानवरों	0	7	ज	जा	जान	ं	ों	रों	0	ज	ा	न	व	र	जा	ान	नव	वर	रो	जान	ानव	नवर	वरो	रों	जानव	ानवर	नवरो	वरों	रों_	जानवर	ानवरो	नवरों	वरों_	रों__	और	जंगली	को	करीब	I_ASP
को	1	2	क	को	NULL	ो	को	NULL	0	क	ो	_	_	_	को	ो_	__	__	__	को_	ो__	___	___	___	को__	ो___	____	____	____	को___	ो____	_____	_____	_____	जंगली	जानवरों	करीब	से	I_ASP
करीब	0	4	क	कर	करी	ब	ीब	रीब	0	क	र	ी	ब	_	कर	री	ीब	ब_	__	करी	रीब	ीब_	ब__	___	करीब	रीब_	ीब__	ब___	____	करीब_	रीब__	ीब___	ब____	_____	जानवरों	को	से	देखने	I_ASP
से	1	2	स	से	NULL	े	से	NULL	0	स	े	_	_	_	से	े_	__	__	__	से_	े__	___	___	___	से__	े___	____	____	____	से___	े____	_____	_____	_____	को	करीब	देखने	का	I_ASP
देखने	0	5	द	दे	देख	े	ने	खने	1	द	े	ख	न	े	दे	ेख	खन	ने	े_	देख	ेखन	खने	ने_	े__	देखन	ेखने	खने_	ने__	े___	देखने	ेखने_	खने__	ने___	े____	करीब	से	का	रोमांच	I_ASP
का	1	2	क	का	NULL	ा	का	NULL	1	क	ा	_	_	_	का	ा_	__	__	__	का_	ा__	___	___	___	का__	ा___	____	____	____	का___	ा____	_____	_____	_____	से	देखने	रोमांच	ही	0
रोमांच	0	6	र	रो	रोम	च	ंच	ांच	0	र	ो	म	ा	ं	रो	ोम	मा	ां	ंच	रोम	ोमा	मां	ांच	ंच_	रोमा	ोमां	मांच	ांच_	ंच__	रोमां	ोमांच	मांच_	ांच__	ंच___	देखने	का	ही	कुछ	0
ही	1	2	ह	ही	NULL	ी	ही	NULL	0	ह	ी	_	_	_	ही	ी_	__	__	__	ही_	ी__	___	___	___	ही__	ी___	____	____	____	ही___	ी____	_____	_____	_____	का	रोमांच	कुछ	और	0
कुछ	1	3	क	कु	कुछ	छ	ुछ	कुछ	0	क	ु	छ	_	_	कु	ुछ	छ_	__	__	कुछ	ुछ_	छ__	___	___	कुछ_	ुछ__	छ___	____	____	कुछ__	ुछ___	छ____	_____	_____	रोमांच	ही	और	है	0
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	ही	कुछ	है	NULL	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	कुछ	और	NULL	NULL	0
EOL
