फेसबुक	0	6	फ	फे	फेस	क	ुक	बुक	0	फ	े	स	ब	ु	फे	ेस	सब	बु	ुक	फेस	ेसब	सबु	बुक	ुक_	फेसब	ेसबु	सबुक	बुक_	ुक__	फेसबु	ेसबुक	सबुक_	बुक__	ुक___	NULL	NULL	का	सिक्योरिटी	0
को	1	2	क	को	NULL	ो	को	NULL	0	क	ो	_	_	_	को	ो_	__	__	__	को_	ो__	___	___	___	को__	ो___	____	____	____	को___	ो____	_____	_____	_____	इस	हैंडसेट	विजिबिलिटी	के	0
विजिबिलिटी	0	10	व	वि	विज	ी	टी	िटी	0	व	ि	ज	ि	ब	वि	िज	जि	िब	बि	विज	िजि	जिब	िबि	बिल	विजि	िजिब	जिबि	िबिल	बिलि	विजिब	िजिबि	जिबिल	िबिलि	बिलिट	हैंडसेट	को	के	हिसाब	0
के	1	2	क	के	NULL	े	के	NULL	0	क	े	_	_	_	के	े_	__	__	__	के_	े__	___	___	___	के__	े___	____	____	____	के___	े____	_____	_____	_____	को	विजिबिलिटी	हिसाब	से	0
हिसाब	0	5	ह	हि	हिस	ब	ाब	साब	0	ह	ि	स	ा	ब	हि	िस	सा	ाब	ब_	हिस	िसा	साब	ाब_	ब__	हिसा	िसाब	साब_	ाब__	ब___	हिसाब	िसाब_	साब__	ाब___	ब____	विजिबिलिटी	के	से	ज्यादा	0
से	1	2	स	से	NULL	े	से	NULL	0	स	े	_	_	_	से	े_	__	__	__	से_	े__	___	___	___	से__	े___	____	____	____	से___	े____	_____	_____	_____	के	हिसाब	ज्यादा	ब्राइट	0
ज्यादा	0	6	ज	ज्	ज्य	ा	दा	ादा	0	ज	्	य	ा	द	ज्	्य	या	ाद	दा	ज्य	्या	याद	ादा	दा_	ज्या	्याद	यादा	ादा_	दा__	ज्याद	्यादा	यादा_	ादा__	दा___	हिसाब	से	ब्राइट	और	0
ब्राइट	0	6	ब	ब्	ब्र	ट	इट	ाइट	0	ब	्	र	ा	इ	ब्	्र	रा	ाइ	इट	ब्र	्रा	राइ	ाइट	इट_	ब्रा	्राइ	राइट	ाइट_	इट__	ब्राइ	्राइट	राइट_	ाइट__	इट___	से	ज्यादा	और	अच्छी	0
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	ज्यादा	ब्राइट	अच्छी	क्वालिटी	0
अच्छी	0	5	अ	अच	अच्	ी	छी	्छी	0	अ	च	्	छ	ी	अच	च्	्छ	छी	ी_	अच्	च्छ	्छी	छी_	ी__	अच्छ	च्छी	्छी_	छी__	ी___	अच्छी	च्छी_	्छी__	छी___	ी____	ब्राइट	और	क्वालिटी	का	0
क्वालिटी	0	8	क	क्	क्व	ी	टी	िटी	1	क	्	व	ा	ल	क्	्व	वा	ाल	लि	क्व	्वा	वाल	ालि	लिट	क्वा	्वाल	वालि	ालिट	लिटी	क्वाल	्वालि	वालिट	ालिटी	लिटी_	और	अच्छी	का	बना	0
का	1	2	क	का	NULL	ा	का	NULL	1	क	ा	_	_	_	का	ा_	__	__	__	का_	ा__	___	___	___	का__	ा___	____	____	____	का___	ा____	_____	_____	_____	अच्छी	क्वालिटी	बना	देता	0
बना	0	3	ब	बन	बना	ा	ना	बना	0	ब	न	ा	_	_	बन	ना	ा_	__	__	बना	ना_	ा__	___	___	बना_	ना__	ा___	____	____	बना__	ना___	ा____	_____	_____	क्वालिटी	का	देता	है	0
देता	0	4	द	दे	देत	ा	ता	ेता	0	द	े	त	ा	_	दे	ेत	ता	ा_	__	देत	ेता	ता_	ा__	___	देता	ेता_	ता__	ा___	____	देता_	ेता__	ता___	ा____	_____	का	बना	है	NULL	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	बना	देता	NULL	NULL	0
EOL
जब	1	2	ज	जब	NULL	ब	जब	NULL	0	ज	ब	_	_	_	जब	ब_	__	__	__	जब_	ब__	___	___	___	जब__	ब___	____	____	____	जब___	ब____	_____	_____	_____	NULL	NULL	म्यूजिक	सुन	0
म्यूजिक	0	7	म	म्	म्य	क	िक	जिक	1	म	्	य	ू	ज	म्	्य	यू	ूज	जि	म्य	्यू	यूज	ूजि	जिक	म्यू	्यूज	यूजि	ूजिक	जिक_	म्यूज	्यूजि	यूजिक	ूजिक_	जिक__	NULL	जब	सुन	रहे	0
सुन	0	3	स	सु	सुन	न	ुन	सुन	0	स	ु	न	_	_	सु	ुन	न_	__	__	सुन	ुन_	न__	___	___	सुन_	ुन__	न___	____	____	सुन__	ुन___	न____	_____	_____	जब	म्यूजिक	रहे	हो	0
रहे	1	3	र	रह	रहे	े	हे	रहे	0	र	ह	े	_	_	रह	हे	े_	__	__	रहे	हे_	े__	___	___	रहे_	हे__	े___	____	____	रहे__	हे___	े____	_____	_____	म्यूजिक	सुन	हो	मूवी	0
हो	1	2	ह	हो	NULL	ो	हो	NULL	0	ह	ो	_	_	_	हो	ो_	__	__	__	हो_	ो__	___	___	___	हो__	ो___	____	____	____	हो___	ो____	_____	_____	_____	सुन	रहे	मूवी	देख	0
मूवी	0	4	म	मू	मूव	ी	वी	ूवी	0	म	ू	व	ी	_	मू	ूव	वी	ी_	__	मूव	ूवी	वी_	ी__	___	मूवी	ूवी_	वी__	ी___	____	मूवी_	ूवी__	वी___	ी____	_____	रहे	हो	देख	रहे	B_ASP
देख	0	3	द	दे	देख	ख	ेख	देख	0	द	े	ख	_	_	दे	ेख	ख_	__	__	देख	ेख_	ख__	___	___	देख_	ेख__	ख___	____	____	देख__	ेख___	ख____	_____	_____	हो	मूवी	रहे	हो	0
रहे	1	3	र	रह	रहे	े	हे	रहे	0	र	ह	े	_	_	रह	हे	े_	__	__	रहे	हे_	े__	___	___	रहे_	हे__	े___	____	____	रहे__	हे___	े____	_____	_____	मूवी	देख	हो	या	0
हो	1	2	ह	हो	NULL	ो	हो	NULL	0	ह	ो	_	_	_	हो	ो_	__	__	__	हो_	ो__	___	___	___	हो__	ो___	____	____	____	हो___	ो____	_____	_____	_____	देख	रहे	या	कॉल	0
या	1	2	य	या	NULL	ा	या	NULL	0	य	ा	_	_	_	या	ा_	__	__	__	या_	ा__	___	___	___	या__	ा___	____	____	____	या___	ा____	_____	_____	_____	रहे	हो	कॉल	कर	0
कॉल	0	3	क	कॉ	कॉल	ल	ॉल	कॉल	0	क	ॉ	ल	_	_	कॉ	ॉल	ल_	__	__	कॉल	ॉल_	ल__	___	___	कॉल_	ॉल__	ल___	____	____	कॉल__	ॉल___	ल____	_____	_____	हो	या	कर	रहे	B_ASP
कर	1	2	क	कर	NULL	र	कर	NULL	0	क	र	_	_	_	कर	र_	__	__	__	कर_	र__	___	___	___	कर__	र___	____	____	____	कर___	र____	_____	_____	_____	या	कॉल	रहे	हो	0
रहे	1	3	र	रह	रहे	े	हे	रहे	0	र	ह	े	_	_	रह	हे	े_	__	__	रहे	हे_	े__	___	___	रहे_	हे__	े___	____	____	रहे__	हे___	े____	_____	_____	कॉल	कर	हो	तो	0
हो	1	2	ह	हो	NULL	ो	हो	NULL	0	ह	ो	_	_	_	हो	ो_	__	__	__	हो_	ो__	___	___	___	हो__	ो___	____	____	____	हो___	ो____	_____	_____	_____	कर	रहे	तो	उस	0
तो	1	2	त	तो	NULL	ो	तो	NULL	0	त	ो	_	_	_	तो	ो_	__	__	__	तो_	ो__	___	___	___	तो__	ो___	____	____	____	तो___	ो____	_____	_____	_____	रहे	हो	उस	दौरान	0
उस	1	2	उ	उस	NULL	स	उस	NULL	0	उ	स	_	_	_	उस	स_	__	__	__	उस_	स__	___	___	___	उस__	स___	____	____	____	उस___	स____	_____	_____	_____	हो	तो	दौरान	लाउडस्पीकर	0
दौरान	0	5	द	दौ	दौर	न	ान	रान	0	द	ौ	र	ा	न	दौ	ौर	रा	ान	न_	दौर	ौरा	रान	ान_	न__	दौरा	ौरान	रान_	ान__	न___	दौरान	ौरान_	रान__	ान___	न____	तो	उस	लाउडस्पीकर	अच्छा	0
लाउडस्पीकर	0	10	ल	ला	लाउ	र	कर	ीकर	0	ल	ा	उ	ड	स	ला	ाउ	उड	डस	स्	लाउ	ाउड	उडस	डस्	स्प	लाउड	ाउडस	उडस्	डस्प	स्पी	लाउडस	ाउडस्	उडस्प	डस्पी	स्पीक	उस	दौरान	अच्छा	काम	B_ASP
अच्छा	0	5	अ	अच	अच्	ा	छा	्छा	0	अ	च	्	छ	ा	अच	च्	्छ	छा	ा_	अच्	च्छ	्छा	छा_	ा__	अच्छ	च्छा	्छा_	छा__	ा___	अच्छा	च्छा_	्छा__	छा___	ा____	दौरान	लाउडस्पीकर	काम	करते	0
काम	0	3	क	का	काम	म	ाम	काम	0	क	ा	म	_	_	का	ाम	म_	__	__	काम	ाम_	म__	___	___	काम_	ाम__	म___	____	____	काम__	ाम___	म____	_____	_____	लाउडस्पीकर	अच्छा	करते	हैं	0
करते	1	4	क	कर	करत	े	ते	रते	0	क	र	त	े	_	कर	रत	ते	े_	__	करत	रते	ते_	े__	___	करते	रते_	ते__	े___	____	करते_	रते__	ते___	े____	_____	अच्छा	काम	हैं	म्यूजिक:neu	0
हैं	1	3	ह	है	हैं	ं	ैं	हैं	0	ह	ै	ं	_	_	है	ैं	ं_	__	__	हैं	ैं_	ं__	___	___	हैं_	ैं__	ं___	____	____	हैं__	ैं___	ं____	_____	_____	काम	करते	म्यूजिक:neu	NULL	0
म्यूजिक:neu	0	11	म	म्	म्य	u	eu	neu	0	म	्	य	ू	ज	म्	्य	यू	ूज	जि	म्य	्यू	यूज	ूजि	जिक	म्यू	्यूज	यूजि	ूजिक	जिक:	म्यूज	्यूजि	यूजिक	ूजिक:	जिक:n	करते	हैं	NULL	NULL	0
EOL
अच्छी	0	5	अ	अच	अच्	ी	छी	्छी	0	अ	च	्	छ	ी	अच	च्	्छ	छी	ी_	अच्	च्छ	्छी	छी_	ी__	अच्छ	च्छी	्छी_	छी__	ी___	अच्छी	च्छी_	्छी__	छी___	ी____	NULL	NULL	सेल्फी	के	0
सेल्फी	0	6	स	से	सेल	ी	फी	्फी	1	स	े	ल	्	फ	से	ेल	ल्	्फ	फी	सेल	ेल्	ल्फ	्फी	फी_	सेल्	ेल्फ	ल्फी	्फी_	फी__	सेल्फ	ेल्फी	ल्फी_	्फी__	फी___	NULL	अच्छी	के	साथ-साथ	B_ASP
के	1	2	क	के	NULL	े	के	NULL	0	क	े	_	_	_	के	े_	__	__	__	के_	े__	___	___	___	के__	े___	____	____	____	के___	े____	_____	_____	_____	अच्छी	सेल्फी	साथ-साथ	वीडियो	0
साथ-साथ	0	7	स	सा	साथ	थ	ाथ	साथ	0	स	ा	थ	-	स	सा	ाथ	थ-	-स	सा	साथ	ाथ-	थ-स	-सा	साथ	साथ-	ाथ-स	थ-सा	-साथ	साथ_	साथ-स	ाथ-सा	थ-साथ	-साथ_	साथ__	सेल्फी	के	वीडियो	कॉलिंग	0
वीडियो	0	6	व	वी	वीड	ो	यो	ियो	1	व	ी	ड	ि	य	वी	ीड	डि	िय	यो	वीड	ीडि	डिय	ियो	यो_	वीडि	ीडिय	डियो	ियो_	यो__	वीडिय	ीडियो	डियो_	ियो__	यो___	के	साथ-साथ	कॉलिंग	भी	B_ASP
कॉलिंग	0	6	क	कॉ	कॉल	ग	ंग	िंग	1	क	ॉ	ल	ि	ं	कॉ	ॉल	लि	िं	ंग	कॉल	ॉलि	लिं	िंग	ंग_	कॉलि	ॉलिं	लिंग	िंग_	ंग__	कॉलिं	ॉलिंग	लिंग_	िंग__	ंग___	साथ-साथ	वीडियो	भी	की	I_ASP
भी	0	2	भ	भी	NULL	ी	भी	NULL	0	भ	ी	_	_	_	भी	ी_	__	__	__	भी_	ी__	___	___	___	भी__	ी___	____	____	____	भी___	ी____	_____	_____	_____	वीडियो	कॉलिंग	की	जा	0
की	1	2	क	की	NULL	ी	की	NULL	0	क	ी	_	_	_	की	ी_	__	__	__	की_	ी__	___	___	___	की__	ी___	____	____	____	की___	ी____	_____	_____	_____	कॉलिंग	भी	जा	सकती	0
जा	1	2	ज	जा	NULL	ा	जा	NULL	0	ज	ा	_	_	_	जा	ा_	__	__	__	जा_	ा__	___	___	___	जा__	ा___	____	____	____	जा___	ा____	_____	_____	_____	भी	की	सकती	है	0
सकती	0	4	स	सक	सकत	ी	ती	कती	0	स	क	त	ी	_	सक	कत	ती	ी_	__	सकत	कती	ती_	ी__	___	सकती	कती_	ती__	ी___	____	सकती_	कती__	ती___	ी____	_____	की	जा	है	NULL	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	जा	सकती	NULL	NULL	0
EOL
इस	1	2	इ	इस	NULL	स	इस	NULL	0	इ	स	_	_	_	इस	स_	__	__	__	इस_	स__	___	___	___	इस__	स___	____	____	____	इस___	स____	_____	_____	_____	NULL	NULL	फोन	में	0
फोन	0	3	फ	फो	फोन	न	ोन	फोन	0	फ	ो	न	_	_	फो	ोन	न_	__	__	फोन	ोन_	न__	___	___	फोन_	ोन__	न___	____	____	फोन__	ोन___	न____	_____	_____	NULL	इस	में	स्टनिंग	0
में	1	3	म	मे	में	ं	ें	में	0	म	े	ं	_	_	मे	ें	ं_	__	__	में	ें_	ं__	___	___	में_	ें__	ं___	____	____	में__	ें___	ं____	_____	_____	इस	फोन	स्टनिंग	स्क्रीन	0
स्टनिंग	0	7	स	स्	स्ट	ग	ंग	िंग	0	स	्	ट	न	ि	स्	्ट	टन	नि	िं	स्ट	्टन	टनि	निं	िंग	स्टन	्टनि	टनिं	निंग	िंग_	स्टनि	्टनिं	टनिंग	निंग_	िंग__	फोन	में	स्क्रीन	के	0
स्क्रीन	0	7	स	स्	स्क	न	ीन	रीन	1	स	्	क	्	र	स्	्क	क्	्र	री	स्क	्क्	क्र	्री	रीन	स्क्	्क्र	क्री	्रीन	रीन_	स्क्र	्क्री	क्रीन	्रीन_	रीन__	में	स्टनिंग	के	साथ	B_ASP
के	1	2	क	के	NULL	े	के	NULL	0	क	े	_	_	_	के	े_	__	__	__	के_	े__	___	___	___	के__	े___	____	____	____	के___	े____	_____	_____	_____	स्टनिंग	स्क्रीन	साथ	ग्रेट	0
साथ	1	3	स	सा	साथ	थ	ाथ	साथ	0	स	ा	थ	_	_	सा	ाथ	थ_	__	__	साथ	ाथ_	थ__	___	___	साथ_	ाथ__	थ___	____	____	साथ__	ाथ___	थ____	_____	_____	स्क्रीन	के	ग्रेट	बिल्ट	0
ग्रेट	0	5	ग	ग्	ग्र	ट	ेट	रेट	0	ग	्	र	े	ट	ग्	्र	रे	ेट	ट_	ग्र	्रे	रेट	ेट_	ट__	ग्रे	्रेट	रेट_	ेट__	ट___	ग्रेट	्रेट_	रेट__	ेट___	ट____	के	साथ	बिल्ट	क्वालिटी	0
बिल्ट	0	5	ब	बि	बिल	ट	्ट	ल्ट	0	ब	ि	ल	्	ट	बि	िल	ल्	्ट	ट_	बिल	िल्	ल्ट	्ट_	ट__	बिल्	िल्ट	ल्ट_	्ट__	ट___	बिल्ट	िल्ट_	ल्ट__	्ट___	ट____	साथ	ग्रेट	क्वालिटी	उपलब्ध	B_ASP
क्वालिटी	0	8	क	क्	क्व	ी	टी	िटी	1	क	्	व	ा	ल	क्	्व	वा	ाल	लि	क्व	्वा	वाल	ालि	लिट	क्वा	्वाल	वालि	ालिट	लिटी	क्वाल	्वालि	वालिट	ालिटी	लिटी_	ग्रेट	बिल्ट	उपलब्ध	है	I_ASP
उपलब्ध	0	6	उ	उप	उपल	ध	्ध	ब्ध	0	उ	प	ल	ब	्	उप	पल	लब	ब्	्ध	उपल	पलब	लब्	ब्ध	्ध_	उपलब	पलब्	लब्ध	ब्ध_	्ध__	उपलब्	पलब्ध	लब्ध_	ब्ध__	्ध___	बिल्ट	क्वालिटी	है	NULL	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	क्वालिटी	उपलब्ध	NULL	NULL	0
EOL
एक	1	2	ए	एक	NULL	क	एक	NULL	0	ए	क	_	_	_	एक	क_	__	__	__	एक_	क__	___	___	___	एक__	क___	____	____	____	एक___	क____	_____	_____	_____	NULL	NULL	घंटे	के	0
घंटे	0	4	घ	घं	घंट	े	टे	ंटे	0	घ	ं	ट	े	_	घं	ंट	टे	े_	__	घंट	ंटे	टे_	े__	___	घंटे	ंटे_	टे__	े___	____	घंटे_	ंटे__	टे___	े____	_____	NULL	एक	के	विडियो	0
के	1	2	क	के	NULL	े	के	NULL	0	क	े	_	_	_	के	े_	__	__	__	के_	े__	___	___	___	के__	े___	____	____	____	के___	े____	_____	_____	_____	एक	घंटे	विडियो	प्लेबैक	0
विडियो	0	6	व	वि	विड	ो	यो	ियो	1	व	ि	ड	ि	य	वि	िड	डि	िय	यो	विड	िडि	डिय	ियो	यो_	विडि	िडिय	डियो	ियो_	यो__	विडिय	िडियो	डियो_	ियो__	यो___	घंटे	के	प्लेबैक	पर	B_ASP
प्लेबैक	0	7	प	प्	प्ल	क	ैक	बैक	0	प	्	ल	े	ब	प्	्ल	ले	ेब	बै	प्ल	्ले	लेब	ेबै	बैक	प्ले	्लेब	लेबै	ेबैक	बैक_	प्लेब	्लेबै	लेबैक	ेबैक_	बैक__	के	विडियो	पर	10	I_ASP
पर	1	2	प	पर	NULL	र	पर	NULL	0	प	र	_	_	_	पर	र_	__	__	__	पर_	र__	___	___	___	पर__	र___	____	____	____	पर___	र____	_____	_____	_____	विडियो	प्लेबैक	10	प्रतिशत	0
10	0	2	1	10	NULL	0	10	NULL	0	1	0	_	_	_	10	0_	__	__	__	10_	0__	___	___	___	10__	0___	____	____	____	10___	0____	_____	_____	_____	प्लेबैक	पर	प्रतिशत	बैटरी	0
प्रतिशत	0	7	प	प्	प्र	त	शत	िशत	0	प	्	र	त	ि	प्	्र	रत	ति	िश	प्र	्रत	रति	तिश	िशत	प्रत	्रति	रतिश	तिशत	िशत_	प्रति	्रतिश	रतिशत	तिशत_	िशत__	पर	10	बैटरी	खपत	0
बैटरी	0	5	ब	बै	बैट	ी	री	टरी	1	ब	ै	ट	र	ी	बै	ैट	टर	री	ी_	बैट	ैटर	टरी	री_	ी__	बैटर	ैटरी	टरी_	री__	ी___	बैटरी	ैटरी_	टरी__	री___	ी____	10	प्रतिशत	खपत	होती	0
खपत	0	3	ख	खप	खपत	त	पत	खपत	0	ख	प	त	_	_	खप	पत	त_	__	__	खपत	पत_	त__	___	___	खपत_	पत__	त___	____	____	खपत__	पत___	त____	_____	_____	प्रतिशत	बैटरी	होती	है	0
होती	1	4	ह	हो	होत	ी	ती	ोती	0	ह	ो	त	ी	_	हो	ोत	ती	ी_	__	होत	ोती	ती_	ी__	___	होती	ोती_	ती__	ी___	____	होती_	ोती__	ती___	ी____	_____	बैटरी	खपत	है	और	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	खपत	होती	और	गेम्स	0
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	होती	है	गेम्स	खेलने	0
गेम्स	0	5	ग	गे	गेम	स	्स	म्स	1	ग	े	म	्	स	गे	ेम	म्	्स	स_	गेम	ेम्	म्स	्स_	स__	गेम्	ेम्स	म्स_	्स__	स___	गेम्स	ेम्स_	म्स__	्स___	स____	है	और	खेलने	के	0
खेलने	0	5	ख	खे	खेल	े	ने	लने	0	ख	े	ल	न	े	खे	ेल	लन	ने	े_	खेल	ेलन	लने	ने_	े__	खेलन	ेलने	लने_	ने__	े___	खेलने	ेलने_	लने__	ने___	े____	और	गेम्स	के	दौरान	0
के	1	2	क	के	NULL	े	के	NULL	0	क	े	_	_	_	के	े_	__	__	__	के_	े__	___	___	___	के__	े___	____	____	____	के___	े____	_____	_____	_____	गेम्स	खेलने	दौरान	भी	0
दौरान	0	5	द	दौ	दौर	न	ान	रान	0	द	ौ	र	ा	न	दौ	ौर	रा	ान	न_	दौर	ौरा	रान	ान_	न__	दौरा	ौरान	रान_	ान__	न___	दौरान	ौरान_	रान__	ान___	न____	खेलने	के	भी	लगभग	0
भी	0	2	भ	भी	NULL	ी	भी	NULL	0	भ	ी	_	_	_	भी	ी_	__	__	__	भी_	ी__	___	___	___	भी__	ी___	____	____	____	भी___	ी____	_____	_____	_____	के	दौरान	लगभग	इतना	0
लगभग	0	4	ल	लग	लगभ	ग	भग	गभग	0	ल	ग	भ	ग	_	लग	गभ	भग	ग_	__	लगभ	गभग	भग_	ग__	___	लगभग	गभग_	भग__	ग___	____	लगभग_	गभग__	भग___	ग____	_____	दौरान	भी	इतना	ही	0
इतना	0	4	इ	इत	इतन	ा	ना	तना	0	इ	त	न	ा	_	इत	तन	ना	ा_	__	इतन	तना	ना_	ा__	___	इतना	तना_	ना__	ा___	____	इतना_	तना__	ना___	ा____	_____	भी	लगभग	ही	खपत	0
ही	1	2	ह	ही	NULL	ी	ही	NULL	0	ह	ी	_	_	_	ही	ी_	__	__	__	ही_	ी__	___	___	___	ही__	ी___	____	____	____	ही___	ी____	_____	_____	_____	लगभग	इतना	खपत	है	0
खपत	0	3	ख	खप	खपत	त	पत	खपत	0	ख	प	त	_	_	खप	पत	त_	__	__	खपत	पत_	त__	___	___	खपत_	पत__	त___	____	____	खपत__	पत___	त____	_____	_____	इतना	ही	है	अर्थात	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	ही	खपत	अर्थात	नार्मल	0
अर्थात	0	6	अ	अर	अर्	त	ात	थात	0	अ	र	्	थ	ा	अर	र्	्थ	था	ात	अर्	र्थ	्था	थात	ात_	अर्थ	र्था	्थात	थात_	ात__	अर्था	र्थात	्थात_	थात__	ात___	खपत	है	नार्मल	ब्राइटनेस	0
नार्मल	0	6	न	ना	नार	ल	मल	्मल	0	न	ा	र	्	म	ना	ार	र्	्म	मल	नार	ार्	र्म	्मल	मल_	नार्	ार्म	र्मल	्मल_	मल__	नार्म	ार्मल	र्मल_	्मल__	मल___	है	अर्थात	ब्राइटनेस	के	0
ब्राइटनेस	0	9	ब	ब्	ब्र	स	ेस	नेस	0	ब	्	र	ा	इ	ब्	्र	रा	ाइ	इट	ब्र	्रा	राइ	ाइट	इटन	ब्रा	्राइ	राइट	ाइटन	इटने	ब्राइ	्राइट	राइटन	ाइटने	इटनेस	अर्थात	नार्मल	के	साथ	0
के	1	2	क	के	NULL	े	के	NULL	0	क	े	_	_	_	के	े_	__	__	__	के_	े__	___	___	___	के__	े___	____	____	____	के___	े____	_____	_____	_____	नार्मल	ब्राइटनेस	साथ	चार	0
साथ	1	3	स	सा	साथ	थ	ाथ	साथ	0	स	ा	थ	_	_	सा	ाथ	थ_	__	__	साथ	ाथ_	थ__	___	___	साथ_	ाथ__	थ___	____	____	साथ__	ाथ___	थ____	_____	_____	ब्राइटनेस	के	चार	घंटे	0
चार	0	3	च	चा	चार	र	ार	चार	0	च	ा	र	_	_	चा	ार	र_	__	__	चार	ार_	र__	___	___	चार_	ार__	र___	____	____	चार__	ार___	र____	_____	_____	के	साथ	घंटे	तक	0
घंटे	0	4	घ	घं	घंट	े	टे	ंटे	0	घ	ं	ट	े	_	घं	ंट	टे	े_	__	घंट	ंटे	टे_	े__	___	घंटे	ंटे_	टे__	े___	____	घंटे_	ंटे__	टे___	े____	_____	साथ	चार	तक	यूट्यूब	0
तक	1	2	त	तक	NULL	क	तक	NULL	0	त	क	_	_	_	तक	क_	__	__	__	तक_	क__	___	___	___	तक__	क___	____	____	____	तक___	क____	_____	_____	_____	चार	घंटे	यूट्यूब	वीडियो	0
यूट्यूब	0	7	य	यू	यूट	ब	ूब	यूब	0	य	ू	ट	्	य	यू	ूट	ट्	्य	यू	यूट	ूट्	ट्य	्यू	यूब	यूट्	ूट्य	ट्यू	्यूब	यूब_	यूट्य	ूट्यू	ट्यूब	्यूब_	यूब__	घंटे	तक	वीडियो	का	0
वीडियो	0	6	व	वी	वीड	ो	यो	ियो	1	व	ी	ड	ि	य	वी	ीड	डि	िय	यो	वीड	ीडि	डिय	ियो	यो_	वीडि	ीडिय	डियो	ियो_	यो__	वीडिय	ीडियो	डियो_	ियो__	यो___	तक	यूट्यूब	का	आनंद	B_ASP
का	1	2	क	का	NULL	ा	का	NULL	1	क	ा	_	_	_	का	ा_	__	__	__	का_	ा__	___	___	___	का__	ा___	____	____	____	का___	ा____	_____	_____	_____	यूट्यूब	वीडियो	आनंद	भी	0
आनंद	0	4	आ	आन	आनं	द	ंद	नंद	0	आ	न	ं	द	_	आन	नं	ंद	द_	__	आनं	नंद	ंद_	द__	___	आनंद	नंद_	ंद__	द___	____	आनंद_	नंद__	ंद___	द____	_____	वीडियो	का	भी	लिया	0
भी	0	2	भ	भी	NULL	ी	भी	NULL	0	भ	ी	_	_	_	भी	ी_	__	__	__	भी_	ी__	___	___	___	भी__	ी___	____	____	____	भी___	ी____	_____	_____	_____	का	आनंद	लिया	जा	0
लिया	0	4	ल	लि	लिय	ा	या	िया	0	ल	ि	य	ा	_	लि	िय	या	ा_	__	लिय	िया	या_	ा__	___	लिया	िया_	या__	ा___	____	लिया_	िया__	या___	ा____	_____	आनंद	भी	जा	सकता	0
जा	1	2	ज	जा	NULL	ा	जा	NULL	0	ज	ा	_	_	_	जा	ा_	__	__	__	जा_	ा__	___	___	___	जा__	ा___	____	____	____	जा___	ा____	_____	_____	_____	भी	लिया	सकता	है	0
सकता	1	4	स	सक	सकत	ा	ता	कता	0	स	क	त	ा	_	सक	कत	ता	ा_	__	सकत	कता	ता_	ा__	___	सकता	कता_	ता__	ा___	____	सकता_	कता__	ता___	ा____	_____	लिया	जा	है	NULL	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	जा	सकता	NULL	NULL	0
EOL
इसमें	1	5	इ	इस	इसम	ं	ें	में	0	इ	स	म	े	ं	इस	सम	मे	ें	ं_	इसम	समे	में	ें_	ं__	इसमे	समें	में_	ें__	ं___	इसमें	समें_	में__	ें___	ं____	NULL	NULL	रियर	पैनल	0
रियर	0	4	र	रि	रिय	र	यर	ियर	1	र	ि	य	र	_	रि	िय	यर	र_	__	रिय	ियर	यर_	र__	___	रियर	ियर_	यर__	र___	____	रियर_	ियर__	यर___	र____	_____	NULL	इसमें	पैनल	पर	0
पैनल	0	4	प	पै	पैन	ल	नल	ैनल	1	प	ै	न	ल	_	पै	ैन	नल	ल_	__	पैन	ैनल	नल_	ल__	___	पैनल	ैनल_	नल__	ल___	____	पैनल_	ैनल__	नल___	ल____	_____	इसमें	रियर	पर	एलइडी	0
पर	1	2	प	पर	NULL	र	पर	NULL	0	प	र	_	_	_	पर	र_	__	__	__	पर_	र__	___	___	___	पर__	र___	____	____	____	पर___	र____	_____	_____	_____	रियर	पैनल	एलइडी	फ्लैश	0
एलइडी	0	5	ए	एल	एलइ	ी	डी	इडी	0	ए	ल	इ	ड	ी	एल	लइ	इड	डी	ी_	एलइ	लइड	इडी	डी_	ी__	एलइड	लइडी	इडी_	डी__	ी___	एलइडी	लइडी_	इडी__	डी___	ी____	पैनल	पर	फ्लैश	है	0
