एपीएस-सी	0	8	ए	एप	एपी	ी	सी	-सी	0	ए	प	ी	ए	स	एप	पी	ीए	एस	स-	एपी	पीए	ीएस	एस-	स-स	एपीए	पीएस	ीएस-	एस-स	स-सी	एपीएस	पीएस-	ीएस-स	एस-सी	स-सी_	NULL	NULL	(23.7x15.7एमएम)	16	B_ASP
स्पीकर्स	0	8	स	स्	स्प	स	्स	र्स	1	स	्	प	ी	क	स्	्प	पी	ीक	कर	स्प	्पी	पीक	ीकर	कर्	स्पी	्पीक	पीकर	ीकर्	कर्स	स्पीक	्पीकर	पीकर्	ीकर्स	कर्स_	के	पीछे	और	दूसरा	B_ASP
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	पीछे	स्पीकर्स	दूसरा	सर्किट	0
दूसरा	0	5	द	दू	दूस	ा	रा	सरा	0	द	ू	स	र	ा	दू	ूस	सर	रा	ा_	दूस	ूसर	सरा	रा_	ा__	दूसर	ूसरा	सरा_	रा__	ा___	दूसरा	ूसरा_	सरा__	रा___	ा____	स्पीकर्स	और	सर्किट	दिया	0
सर्किट	0	6	स	सर	सर्	ट	िट	किट	0	स	र	्	क	ि	सर	र्	्क	कि	िट	सर्	र्क	्कि	किट	िट_	सर्क	र्कि	्किट	किट_	िट__	सर्कि	र्किट	्किट_	किट__	िट___	और	दूसरा	दिया	है	0
दिया	1	4	द	दि	दिय	ा	या	िया	0	द	ि	य	ा	_	दि	िय	या	ा_	__	दिय	िया	या_	ा__	___	दिया	िया_	या__	ा___	____	दिया_	िया__	या___	ा____	_____	दूसरा	सर्किट	है	इनमें	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	सर्किट	दिया	इनमें	ऑडियो	0
इनमें	0	5	इ	इन	इनम	ं	ें	में	0	इ	न	म	े	ं	इन	नम	मे	ें	ं_	इनम	नमे	में	ें_	ं__	इनमे	नमें	में_	ें__	ं___	इनमें	नमें_	में__	ें___	ं____	दिया	है	ऑडियो	पोर्ट	0
ऑडियो	0	5	ऑ	ऑड	ऑडि	ो	यो	ियो	1	ऑ	ड	ि	य	ो	ऑड	डि	िय	यो	ो_	ऑडि	डिय	ियो	यो_	ो__	ऑडिय	डियो	ियो_	यो__	ो___	ऑडियो	डियो_	ियो__	यो___	ो____	है	इनमें	पोर्ट	USB	B_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	इनमें	ऑडियो	USB	पोर्ट	I_ASP
USB	0	3	U	US	USB	B	SB	USB	0	U	S	B	_	_	US	SB	B_	__	__	USB	SB_	B__	___	___	USB_	SB__	B___	____	____	USB__	SB___	B____	_____	_____	ऑडियो	पोर्ट	पोर्ट	2	B_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	पोर्ट	USB	2	HDMI	I_ASP
2	0	1	2	NULL	NULL	2	NULL	NULL	0	2	_	_	_	_	2_	__	__	__	__	2__	___	___	___	___	2___	____	____	____	____	2____	_____	_____	_____	_____	USB	पोर्ट	HDMI	पोर्ट	B_ASP
HDMI	0	4	H	HD	HDM	I	MI	DMI	0	H	D	M	I	_	HD	DM	MI	I_	__	HDM	DMI	MI_	I__	___	HDMI	DMI_	MI__	I___	____	HDMI_	DMI__	MI___	I____	_____	पोर्ट	2	पोर्ट	और	I_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	2	HDMI	और	VGA	I_ASP
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	HDMI	पोर्ट	VGA	पोर्ट	0
VGA	0	3	V	VG	VGA	A	GA	VGA	0	V	G	A	_	_	VG	GA	A_	__	__	VGA	GA_	A__	___	___	VGA_	GA__	A___	____	____	VGA__	GA___	A____	_____	_____	पोर्ट	और	पोर्ट	शामिल	B_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	और	VGA	शामिल	हैं	I_ASP
शामिल	0	5	श	शा	शाम	ल	िल	मिल	0	श	ा	म	ि	ल	शा	ाम	मि	िल	ल_	शाम	ामि	मिल	िल_	ल__	शामि	ामिल	मिल_	िल__	ल___	शामिल	ामिल_	मिल__	िल___	ल____	VGA	पोर्ट	हैं	NULL	0
हैं	1	3	ह	है	हैं	ं	ैं	हैं	0	ह	ै	ं	_	_	है	ैं	ं_	__	__	हैं	ैं_	ं__	___	___	हैं_	ैं__	ं___	____	____	हैं__	ैं___	ं____	_____	_____	पोर्ट	शामिल	NULL	NULL	0
EOL
इसमें	1	5	इ	इस	इसम	ं	ें	में	0	इ	स	म	े	ं	इस	सम	मे	ें	ं_	इसम	समे	में	ें_	ं__	इसमे	समें	में_	ें__	ं___	इसमें	समें_	में__	ें___	ं____	NULL	NULL	4	यूएसबी	0
4	0	1	4	NULL	NULL	4	NULL	NULL	0	4	_	_	_	_	4_	__	__	__	__	4__	___	___	___	___	4___	____	____	____	____	4____	_____	_____	_____	_____	NULL	इसमें	यूएसबी	3.0	0
यूएसबी	0	6	य	यू	यूए	ी	बी	सबी	1	य	ू	ए	स	ब	यू	ूए	एस	सब	बी	यूए	ूएस	एसब	सबी	बी_	यूएस	ूएसब	एसबी	सबी_	बी__	यूएसब	ूएसबी	एसबी_	सबी__	बी___	इसमें	4	3.0	पोर्ट	B_ASP
3.0	0	3	3	3.	3.0	0	.0	3.0	0	3	.	0	_	_	3.	.0	0_	__	__	3.0	.0_	0__	___	___	3.0_	.0__	0___	____	____	3.0__	.0___	0____	_____	_____	4	यूएसबी	पोर्ट	2	I_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	यूएसबी	3.0	2	थंडरबोल्ट	I_ASP
2	0	1	2	NULL	NULL	2	NULL	NULL	0	2	_	_	_	_	2_	__	__	__	__	2__	___	___	___	___	2___	____	____	____	____	2____	_____	_____	_____	_____	3.0	पोर्ट	थंडरबोल्ट	पोर्ट	B_ASP
थंडरबोल्ट	0	9	थ	थं	थंड	ट	्ट	ल्ट	0	थ	ं	ड	र	ब	थं	ंड	डर	रब	बो	थंड	ंडर	डरब	रबो	बोल	थंडर	ंडरब	डरबो	रबोल	बोल्	थंडरब	ंडरबो	डरबोल	रबोल्	बोल्ट	पोर्ट	2	पोर्ट	3.5एमएम	I_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	2	थंडरबोल्ट	3.5एमएम	हेडफोन	I_ASP
3.5एमएम	0	7	3	3.	3.5	म	एम	मएम	0	3	.	5	ए	म	3.	.5	5ए	एम	मए	3.5	.5ए	5एम	एमए	मएम	3.5ए	.5एम	5एमए	एमएम	मएम_	3.5एम	.5एमए	5एमएम	एमएम_	मएम__	थंडरबोल्ट	पोर्ट	हेडफोन	सॉकेट	B_ASP
हेडफोन	0	6	ह	हे	हेड	न	ोन	फोन	0	ह	े	ड	फ	ो	हे	ेड	डफ	फो	ोन	हेड	ेडफ	डफो	फोन	ोन_	हेडफ	ेडफो	डफोन	फोन_	ोन__	हेडफो	ेडफोन	डफोन_	फोन__	ोन___	पोर्ट	3.5एमएम	सॉकेट	आदि	I_ASP
सॉकेट	0	5	स	सॉ	सॉक	ट	ेट	केट	0	स	ॉ	क	े	ट	सॉ	ॉक	के	ेट	ट_	सॉक	ॉके	केट	ेट_	ट__	सॉके	ॉकेट	केट_	ेट__	ट___	सॉकेट	ॉकेट_	केट__	ेट___	ट____	3.5एमएम	हेडफोन	आदि	है	I_ASP
आदि	1	3	आ	आद	आदि	ि	दि	आदि	0	आ	द	ि	_	_	आद	दि	ि_	__	__	आदि	दि_	ि__	___	___	आदि_	दि__	ि___	____	____	आदि__	दि___	ि____	_____	_____	हेडफोन	सॉकेट	है	लेकिन	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	सॉकेट	आदि	लेकिन	इसकी	0
लेकिन	0	5	ल	ले	लेक	न	िन	किन	0	ल	े	क	ि	न	ले	ेक	कि	िन	न_	लेक	ेकि	किन	िन_	न__	लेकि	ेकिन	किन_	िन__	न___	लेकिन	ेकिन_	किन__	िन___	न____	आदि	है	इसकी	कीमत	0
इसकी	1	4	इ	इस	इसक	ी	की	सकी	0	इ	स	क	ी	_	इस	सक	की	ी_	__	इसक	सकी	की_	ी__	___	इसकी	सकी_	की__	ी___	____	इसकी_	सकी__	की___	ी____	_____	है	लेकिन	कीमत	काफी	0
कीमत	0	4	क	की	कीम	त	मत	ीमत	1	क	ी	म	त	_	की	ीम	मत	त_	__	कीम	ीमत	मत_	त__	___	कीमत	ीमत_	मत__	त___	____	कीमत_	ीमत__	मत___	त____	_____	लेकिन	इसकी	काफी	ज्यादा	B_ASP
काफी	0	4	क	का	काफ	ी	फी	ाफी	0	क	ा	फ	ी	_	का	ाफ	फी	ी_	__	काफ	ाफी	फी_	ी__	___	काफी	ाफी_	फी__	ी___	____	काफी_	ाफी__	फी___	ी____	_____	इसकी	कीमत	ज्यादा	है	0
ज्यादा	0	6	ज	ज्	ज्य	ा	दा	ादा	0	ज	्	य	ा	द	ज्	्य	या	ाद	दा	ज्य	्या	याद	ादा	दा_	ज्या	्याद	यादा	ादा_	दा__	ज्याद	्यादा	यादा_	ादा__	दा___	कीमत	काफी	है	NULL	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	काफी	ज्यादा	NULL	NULL	0
EOL
LED	0	3	L	LE	LED	D	ED	LED	0	L	E	D	_	_	LE	ED	D_	__	__	LED	ED_	D__	___	___	LED_	ED__	D___	____	____	LED__	ED___	D____	_____	_____	NULL	NULL	के	पीछे	0
के	1	2	क	के	NULL	े	के	NULL	0	क	े	_	_	_	के	े_	__	__	__	के_	े__	___	___	___	के__	े___	____	____	____	के___	े____	_____	_____	_____	NULL	LED	पीछे	स्पीकर्स	0
पीछे	0	4	प	पी	पीछ	े	छे	ीछे	0	प	ी	छ	े	_	पी	ीछ	छे	े_	__	पीछ	ीछे	छे_	े__	___	पीछे	ीछे_	छे__	े___	____	पीछे_	ीछे__	छे___	े____	_____	LED	के	स्पीकर्स	और	0
स्पीकर्स	0	8	स	स्	स्प	स	्स	र्स	1	स	्	प	ी	क	स्	्प	पी	ीक	कर	स्प	्पी	पीक	ीकर	कर्	स्पी	्पीक	पीकर	ीकर्	कर्स	स्पीक	्पीकर	पीकर्	ीकर्स	कर्स_	के	पीछे	और	दूसरा	B_ASP
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	पीछे	स्पीकर्स	दूसरा	सर्किट	0
दूसरा	0	5	द	दू	दूस	ा	रा	सरा	0	द	ू	स	र	ा	दू	ूस	सर	रा	ा_	दूस	ूसर	सरा	रा_	ा__	दूसर	ूसरा	सरा_	रा__	ा___	दूसरा	ूसरा_	सरा__	रा___	ा____	स्पीकर्स	और	सर्किट	दिया	0
सर्किट	0	6	स	सर	सर्	ट	िट	किट	0	स	र	्	क	ि	सर	र्	्क	कि	िट	सर्	र्क	्कि	किट	िट_	सर्क	र्कि	्किट	किट_	िट__	सर्कि	र्किट	्किट_	किट__	िट___	और	दूसरा	दिया	है	0
दिया	1	4	द	दि	दिय	ा	या	िया	0	द	ि	य	ा	_	दि	िय	या	ा_	__	दिय	िया	या_	ा__	___	दिया	िया_	या__	ा___	____	दिया_	िया__	या___	ा____	_____	दूसरा	सर्किट	है	इनमें	0
है	1	2	ह	है	NULL	ै	है	NULL	0	ह	ै	_	_	_	है	ै_	__	__	__	है_	ै__	___	___	___	है__	ै___	____	____	____	है___	ै____	_____	_____	_____	सर्किट	दिया	इनमें	ऑडियो	0
इनमें	0	5	इ	इन	इनम	ं	ें	में	0	इ	न	म	े	ं	इन	नम	मे	ें	ं_	इनम	नमे	में	ें_	ं__	इनमे	नमें	में_	ें__	ं___	इनमें	नमें_	में__	ें___	ं____	दिया	है	ऑडियो	पोर्ट	0
ऑडियो	0	5	ऑ	ऑड	ऑडि	ो	यो	ियो	1	ऑ	ड	ि	य	ो	ऑड	डि	िय	यो	ो_	ऑडि	डिय	ियो	यो_	ो__	ऑडिय	डियो	ियो_	यो__	ो___	ऑडियो	डियो_	ियो__	यो___	ो____	है	इनमें	पोर्ट	USB	B_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	इनमें	ऑडियो	USB	पोर्ट	I_ASP
USB	0	3	U	US	USB	B	SB	USB	0	U	S	B	_	_	US	SB	B_	__	__	USB	SB_	B__	___	___	USB_	SB__	B___	____	____	USB__	SB___	B____	_____	_____	ऑडियो	पोर्ट	पोर्ट	2	B_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	पोर्ट	USB	2	HDMI	I_ASP
2	0	1	2	NULL	NULL	2	NULL	NULL	0	2	_	_	_	_	2_	__	__	__	__	2__	___	___	___	___	2___	____	____	____	____	2____	_____	_____	_____	_____	USB	पोर्ट	HDMI	पोर्ट	B_ASP
HDMI	0	4	H	HD	HDM	I	MI	DMI	0	H	D	M	I	_	HD	DM	MI	I_	__	HDM	DMI	MI_	I__	___	HDMI	DMI_	MI__	I___	____	HDMI_	DMI__	MI___	I____	_____	पोर्ट	2	पोर्ट	और	I_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	2	HDMI	और	VGA	I_ASP
और	1	2	औ	और	NULL	र	और	NULL	0	औ	र	_	_	_	और	र_	__	__	__	और_	र__	___	___	___	और__	र___	____	____	____	और___	र____	_____	_____	_____	HDMI	पोर्ट	VGA	पोर्ट	0
VGA	0	3	V	VG	VGA	A	GA	VGA	0	V	G	A	_	_	VG	GA	A_	__	__	VGA	GA_	A__	___	___	VGA_	GA__	A___	____	____	VGA__	GA___	A____	_____	_____	पोर्ट	और	पोर्ट	शामिल	B_ASP
पोर्ट	0	5	प	पो	पोर	ट	्ट	र्ट	1	प	ो	र	्	ट	पो	ोर	र्	्ट	ट_	पोर	ोर्	र्ट	्ट_	ट__	पोर्	ोर्ट	र्ट_	्ट__	ट___	पोर्ट	ोर्ट_	र्ट__	्ट___	ट____	और	VGA	शामिल	हैं	I_ASP
शामिल	0	5	श	शा	शाम	ल	िल	मिल	0	श	ा	म	ि	ल	शा	ाम	मि	िल	ल_	शाम	ामि	मिल	िल_	ल__	शामि	ामिल	मिल_	िल__	ल___	शामिल	ामिल_	मिल__	िल___	ल____	VGA	पोर्ट	हैं	NULL	0
हैं	1	3	ह	है	हैं	ं	ैं	हैं	0	ह	ै	ं	_	_	है	ैं	ं_	__	__	हैं	ैं_	ं__	___	___	हैं_	ैं__	ं___	____	____	हैं__	ैं___	ं____	_____	_____	पोर्ट	शामिल	NULL	NULL	0
EOL
